postal_code,yelp_1,yelp_2,yelp_3,yelp_4,total_restaurants,review_count,stars,creditcard,bikeparking,outdoorseating,appointmentonly,goodforkids,perc_yelp_1,perc_yelp_2,perc_yelp_3,perc_yelp_4,city,agi,costindex,A02650,A00200,A00300,A00600,A00650,A01000,agi_1,agi_2,agi_3,agi_4,agi_5,agi_6,affluence,medianincome,zillowmeanprice19,zillowmeanprice18,whole_foods,core_power,trader_joes
85260,174,434,79,23,710,59.65070423,3.761971831,0.985915493,0.895774648,0.254929577,0.128169014,0.949295775,0.245070423,0.611267606,0.111267606,0.032394366,Scottsdale,2127210,66.87,2169552,1296413,25353,66143,49835,206814,4720,3570,2760,1940,3550,2340,3,84168,230.3290933,224.1241469,0,1,1
85262,11,22,10,5,48,37.41666667,3.677083333,1,0.875,0.4375,0.0625,0.875,0.229166667,0.458333333,0.208333333,0.104166667,Tempe,1722866,66.87,1751971,705420,32460,133410,107808,365153,900,560,470,450,1340,1660,5,93923,283.8658201,278.7601121,0,0,0
85266,7,30,8,2,47,41.14893617,3.776595745,0.957446809,0.787234043,0.29787234,0.127659574,0.936170213,0.14893617,0.638297872,0.170212766,0.042553191,Scottsdale,1072364,66.87,1091206,493770,15415,49757,38833,123672,1010,530,450,430,1280,1350,5,104076,267.2122145,250.6833012,0,0,0
85281,404,551,43,18,1016,82.81299213,3.647637795,0.975393701,0.953740157,0.397637795,0.046259843,0.88484252,0.397637795,0.542322835,0.042322835,0.017716535,Phoenix,984123,66.87,997509,822937,3570,12227,7820,24309,10220,6390,2310,1050,1000,320,2,36350,213.3272485,207.4925416,0,1,0
85282,239,291,33,13,576,49.02951389,3.5234375,0.979166667,0.881944444,0.149305556,0.083333333,0.947916667,0.414930556,0.505208333,0.057291667,0.022569444,Phoenix,1225179,66.87,1240870,910919,6405,22389,17010,27851,8890,7350,3460,1990,2340,420,2,52018,176.4736008,168.9475781,1,0,0
85283,132,178,8,3,321,59.85046729,3.609034268,0.975077882,0.890965732,0.22741433,0.115264798,0.950155763,0.411214953,0.554517134,0.024922118,0.009345794,Phoenix,1164478,66.87,1179223,908680,5408,13883,9949,26095,7390,6390,3150,1830,2280,550,2,53997,174.2319996,168.0323397,0,0,1
85284,118,202,20,6,346,62.76878613,3.723988439,0.988439306,0.869942197,0.219653179,0.141618497,0.968208092,0.341040462,0.583815029,0.057803468,0.01734104,Phoenix,1344954,66.87,1367529,798778,14776,35519,26670,111483,2100,1520,1140,970,2320,1570,4,117190,188.0352512,186.0109147,0,0,0
85286,64,132,9,3,208,60.50480769,3.627403846,0.995192308,0.918269231,0.25,0.067307692,0.980769231,0.307692308,0.634615385,0.043269231,0.014423077,Mesa,1793388,66.87,1816290,1486623,6747,16072,12138,48745,4520,3200,2330,2120,4570,1720,3,90420,171.2288431,165.1102173,0,0,0
85295,2,2,1,0,5,35.2,4.1,0.8,1,0,0.4,0.8,0.4,0.4,0.2,0,Mesa,1547352,66.87,1569852,1258846,6417,8091,6031,44437,5020,3900,2920,2430,3930,1160,3,90611,158.348499,148.4333926,0,0,1
85296,1,0,0,0,1,4,5,1,1,0,1,1,1,0,0,0,Chandler,1540606,66.87,1563271,1235754,5013,11584,8184,37750,5010,3940,3140,2490,4150,1060,3,83742,163.0330974,154.0476386,0,0,0
85297,0,2,0,0,2,45.5,4.5,1,1,0,0,1,0,1,0,0,Chandler,1158536,66.87,1175802,906605,5484,7779,5692,22668,3210,2170,1780,1700,3200,910,3,82132,158.5880159,155.4639462,0,0,0
85301,1,0,0,0,1,12,4,1,1,1,0,1,1,0,0,0,Phoenix,645525,66.87,650845,547454,649,1542,1095,2367,12880,7230,1760,540,370,30,1,33510,118.6755494,109.0600432,0,0,0
85302,1,0,0,0,1,9,3.5,1,1,0,0,1,1,0,0,0,Phoenix,693603,66.87,700162,545071,2410,4141,2841,6034,7090,5450,2310,1270,1000,80,2,46827,134.0400169,127.1775513,0,0,0
85303,2,0,0,0,2,31,2.75,1,1,1,0,1,1,0,0,0,Phoenix,507421,66.87,511962,421598,670,1024,571,2536,5840,4330,1620,760,590,80,2,51462,136.5666044,128.7079017,0,0,0
85304,0,2,0,0,2,9.5,3.5,1,1,0.5,0,0.5,0,1,0,0,Phoenix,645713,66.87,652615,494766,1876,4843,3547,7678,4140,3350,1860,1200,1420,200,2,65895,138.4585024,136.0327288,0,0,0
85305,0,1,0,0,1,4,4,1,1,0,0,1,0,1,0,0,Phoenix,312326,66.87,315651,256448,483,892,567,8035,1830,1700,860,550,680,90,2,65771,138.9294076,131.2649377,0,0,0
85306,2,2,0,0,4,7.75,4.375,1,1,0,0,1,0.5,0.5,0,0,Phoenix,535851,66.87,542104,408530,1842,3920,2715,6669,3920,3100,1730,980,1030,150,2,55879,146.7983851,143.1353526,0,0,0
85308,3,8,1,0,12,61.33333333,3.666666667,0.916666667,0.833333333,0.166666667,0.166666667,1,0.25,0.666666667,0.083333333,0,Phoenix,2000424,66.87,2028470,1510085,8385,19709,14111,41755,8810,7330,4710,3340,5000,1110,2,75335,159.5835394,154.8419296,0,0,1
85310,3,6,0,0,9,29.11111111,3.222222222,1,1,0.222222222,0.222222222,1,0.333333333,0.666666667,0,0,Phoenix,783322,66.87,795698,560346,6116,9816,7531,22781,2360,1690,1380,1130,2030,600,3,92927,164.50829,162.1391014,0,0,0
85326,1,0,0,0,1,17,3.5,1,1,0,0,1,1,0,0,0,Tempe,1076837,66.87,1086829,896140,2397,3272,2224,15196,7740,7430,3860,2110,1810,160,2,53190,121.5635028,116.3204905,0,0,0
85331,3,1,0,0,4,17.75,3.875,1,1,0,0.25,0.75,0.75,0.25,0,0,Phoenix,1582522,66.87,1610865,1072818,11163,30106,22548,89414,3250,1800,1380,1410,3440,1880,4,95488,213.8924824,209.4173941,0,0,0
85339,15,9,1,0,25,31.6,2.72,1,0.84,0.2,0,0.92,0.6,0.36,0.04,0,Phoenix,926867,66.87,936705,798889,1681,2291,1629,8589,6300,5440,2990,1790,1820,220,2,71757,123.6705266,116.4778872,0,0,0
85345,0,1,0,0,1,30,5,1,0,0,1,1,0,1,0,0,Phoenix,1071239,66.87,1081203,895458,1485,3221,2067,5281,9500,7970,3980,2040,1620,110,2,49216,145.8539119,141.1368687,0,0,0
85353,0,1,0,0,1,3,5,1,0,0,1,1,0,1,0,0,Phoenix,643261,66.87,648693,567320,4624,514,285,2460,6070,5660,2410,1170,650,50,2,54869,122.8065601,113.6095883,0,0,0
85355,2,0,0,0,2,5,4.25,1,1,0.5,0,1,1,0,0,0,Phoenix,355809,66.87,361314,265497,1052,2323,1588,7527,1260,990,800,670,1030,180,3,78852,135.5423075,130.638396,0,0,0
85374,0,0,0,1,1,29,2,1,1,0,0,1,0,0,0,1,Phoenix,1024177,66.87,1033472,483556,10974,32213,23232,45479,5470,4640,3130,2110,2250,310,2,50962,159.0134385,149.5650575,0,0,1
85377,0,1,2,0,3,103.6666667,4.166666667,1,1,0.333333333,0.333333333,0.666666667,0,0.333333333,0.666666667,0,Scottsdale,372784,66.87,378896,108445,8150,79087,70296,58963,390,270,190,170,440,380,4,124258,266.6252742,254.5579733,0,0,0
85381,0,1,0,0,1,9,5,1,1,0,1,1,0,1,0,0,Phoenix,781171,66.87,791320,556565,4024,11747,7740,16806,3680,3090,1940,1340,1900,350,2,71355,149.1163425,143.8869024,0,0,0
85382,0,1,0,0,1,9,4.5,1,1,0,0,1,0,1,0,0,Phoenix,1222451,66.87,1236490,845370,7148,21025,14822,24805,5600,4530,3080,2310,3280,510,2,69722,156.295653,149.9743158,0,0,0
85392,0,1,0,0,1,52,4.5,1,1,0,1,1,0,1,0,0,Phoenix,841959,66.87,850212,704712,1511,2551,1929,6371,5370,4760,2700,1620,1780,200,2,73655,129.5471073,123.5111322,0,0,0
85705,0,1,0,0,1,8,4,1,0,0,0,1,0,1,0,0,Las Vegas,592116,70.97,599217,477137,1750,4309,2979,5439,12120,5970,1580,540,380,90,1,25811,130.8886678,126.031327,1,0,0
89002,16,16,1,1,34,54.32352941,3.529411765,0.970588235,0.794117647,0.117647059,0.029411765,0.852941176,0.470588235,0.470588235,0.029411765,0.029411765,Henderson,1139677,70.97,1151362,854552,3490,6921,4769,25891,4530,3470,2520,1950,3050,570,3,75534,169.3863544,160.9249291,0,0,0
89011,26,51,6,6,89,50.56179775,3.741573034,0.97752809,0.887640449,0.337078652,0.04494382,0.865168539,0.292134831,0.573033708,0.06741573,0.06741573,Henderson,1006714,70.97,1019021,616613,9813,20046,14694,72363,3870,3570,1960,1220,1650,580,2,60941,183.3087012,172.6611601,0,0,0
89012,62,121,9,4,196,86.39795918,3.859693878,0.979591837,0.846938776,0.132653061,0.12244898,0.923469388,0.316326531,0.617346939,0.045918367,0.020408163,Las Vegas,1780769,70.97,1802765,901190,24766,38036,28030,272666,4120,3370,2530,1870,2960,1180,3,78899,198.4503522,193.5806399,1,0,0
89014,227,384,46,14,671,70.70491803,3.532041729,0.977645306,0.806259314,0.117734724,0.056631893,0.956780924,0.338301043,0.572280179,0.068554396,0.020864382,Las Vegas,1086188,70.97,1098072,773486,5412,14347,11028,57407,6780,5630,2820,1630,1960,450,2,59652,168.4735878,163.4090187,0,0,1
89015,132,107,8,5,252,43.55555556,3.347222222,0.968253968,0.857142857,0.126984127,0.031746032,0.932539683,0.523809524,0.424603175,0.031746032,0.01984127,Henderson,907068,70.97,915437,667340,3245,7042,5512,15679,6600,4820,2550,1600,1790,310,2,55883,174.7676608,163.979399,0,0,0
89030,8,7,2,0,17,34.47058824,3.088235294,1,0.647058824,0.117647059,0,1,0.470588235,0.411764706,0.117647059,0,Las Vegas,539363,70.97,542209,473795,202,258,142,951,10890,6670,1520,380,150,20,1,35239,150.2910847,132.998685,0,0,0
89031,7,5,0,0,12,46.33333333,3.5,1,0.916666667,0.166666667,0,0.916666667,0.583333333,0.416666667,0,0,Las Vegas,1481446,70.97,1492128,1222131,2053,3368,2363,14996,10750,9820,5100,2960,2700,210,2,69313,154.9348692,144.8170458,0,0,0
89032,7,10,0,0,17,32,3.323529412,1,0.823529412,0.058823529,0,0.941176471,0.411764706,0.588235294,0,0,Las Vegas,799693,70.97,805211,662060,1045,1448,987,2903,7900,6820,2880,1390,1040,70,2,55044,150.9342373,142.981423,0,0,0
89044,12,27,9,1,49,135.122449,3.540816327,1,0.836734694,0.224489796,0.06122449,0.775510204,0.244897959,0.551020408,0.183673469,0.020408163,Las Vegas,1044003,70.97,1056235,622682,9561,24130,18300,61154,2090,1740,1620,1370,2550,960,3,81508,193.0918478,182.9598917,0,0,0
89052,153,357,39,8,557,84.69479354,3.821364452,0.982046679,0.867145422,0.181328546,0.165170557,0.919210054,0.274685817,0.640933573,0.070017953,0.014362657,Las Vegas,3215600,70.97,3257005,1626425,44216,85471,64318,346581,6580,4900,3690,2880,5340,2760,3,80294,204.6898014,199.8543789,0,0,1
89074,84,141,11,7,243,58.46502058,3.790123457,0.983539095,0.868312757,0.098765432,0.189300412,0.938271605,0.345679012,0.580246914,0.04526749,0.028806584,Las Vegas,1831873,70.97,1858914,1267356,13734,23441,16421,82429,7570,6200,3970,2540,3610,1240,2,71088,174.5466539,167.8866038,0,0,0
89081,0,2,0,0,2,35.5,3.5,1,1,0,0,0.5,0,1,0,0,Las Vegas,748550,70.97,754476,616439,1028,1799,1159,7236,5580,5300,2570,1410,1250,100,2,53445,143.5559422,133.8255723,0,0,0
89084,1,4,0,0,5,44.8,3.4,1,0.8,0,0,0.8,0.2,0.8,0,0,Las Vegas,761830,70.97,768463,561337,2672,5721,4197,11304,3390,3010,1990,1450,1980,290,2,65299,154.2480392,144.0742354,0,0,0
89101,191,311,35,9,546,140.2875458,3.707875458,0.950549451,0.802197802,0.236263736,0.036630037,0.805860806,0.34981685,0.56959707,0.064102564,0.016483516,Las Vegas,517364,70.97,522011,381983,1813,2571,2138,7262,8540,4820,1050,320,230,110,1,29139,188.0543751,175.0400962,0,0,0
89102,320,423,44,19,806,108.2754342,3.683622829,0.956575682,0.802729529,0.086848635,0.043424318,0.923076923,0.397022333,0.524813896,0.054590571,0.023573201,Las Vegas,720011,70.97,727081,459940,5065,14999,10379,29817,8030,5170,1270,560,630,290,1,38807,172.125624,165.7739318,0,0,0
89103,266,448,68,18,800,97.12375,3.581875,0.9525,0.76125,0.11375,0.06375,0.88625,0.3325,0.56,0.085,0.0225,Las Vegas,1031363,70.97,1043763,719570,6233,14343,11039,33798,10790,8660,2470,940,780,310,2,42954,177.2741959,165.6542045,0,0,0
89104,241,261,23,6,531,75.30885122,3.617702448,0.939736347,0.834274953,0.094161959,0.043314501,0.922787194,0.45386064,0.491525424,0.043314501,0.011299435,Las Vegas,588721,70.97,593178,477924,1232,2909,2376,8009,9100,6080,1730,630,450,70,1,42182,159.1967009,149.763793,0,0,0
89106,69,140,48,10,267,30.29588015,3.470037453,0.97752809,0.782771536,0.101123596,0.037453184,0.97752809,0.258426966,0.524344569,0.179775281,0.037453184,Las Vegas,329769,70.97,332710,258265,452,1079,743,1525,5720,3260,880,310,200,60,1,31945,157.6780527,138.0097047,0,0,0
89107,85,106,23,7,221,39.68325792,3.470588235,0.977375566,0.773755656,0.049773756,0.045248869,0.972850679,0.384615385,0.479638009,0.104072398,0.031674208,Las Vegas,917078,70.97,925893,561914,9392,21718,16570,49690,7740,5680,1990,800,650,320,2,50828,150.5696387,144.3660359,0,0,0
89108,124,135,8,1,268,47.29850746,3.455223881,0.985074627,0.768656716,0.074626866,0.055970149,0.955223881,0.462686567,0.503731343,0.029850746,0.003731343,Las Vegas,1139689,70.97,1148851,929954,2905,4498,3015,10731,14290,10740,3720,1570,1190,150,2,47423,156.9551971,149.11742,0,0,0
89110,82,64,8,2,156,29.51282051,3.272435897,0.961538462,0.756410256,0.044871795,0.038461538,0.967948718,0.525641026,0.41025641,0.051282051,0.012820513,Las Vegas,1116578,70.97,1124151,913278,2446,4817,3531,11350,13690,10150,3340,1500,1360,170,2,48929,150.3249205,138.5248727,0,0,0
89113,90,168,9,8,275,99.86181818,3.730909091,0.981818182,0.792727273,0.152727273,0.130909091,0.949090909,0.327272727,0.610909091,0.032727273,0.029090909,Las Vegas,1243732,70.97,1258645,788549,20247,57741,49813,126056,4560,4660,2490,1390,1780,770,2,74528,181.6520267,174.1742512,0,0,0
89115,69,61,4,1,135,23.4962963,3.22962963,0.948148148,0.711111111,0.081481481,0,0.933333333,0.511111111,0.451851852,0.02962963,0.007407407,Las Vegas,692747,70.97,696879,615879,451,509,296,1529,11810,7880,2190,710,360,30,1,39105,137.608171,128.0422514,0,0,0
89117,161,433,64,7,665,85.46917293,3.906766917,0.980451128,0.858646617,0.130827068,0.209022556,0.95037594,0.242105263,0.65112782,0.096240602,0.010526316,Las Vegas,2242508,70.97,2273210,1285468,23505,64469,50866,199783,9410,7880,3980,2260,3010,1450,2,62122,175.4007418,169.3565237,1,0,0
89118,153,269,27,14,463,99.14038877,3.889848812,0.965442765,0.807775378,0.13174946,0.153347732,0.950323974,0.330453564,0.580993521,0.058315335,0.030237581,Las Vegas,574144,70.97,582479,381624,4278,8119,6276,16280,3830,3630,1340,600,690,280,2,51243,165.2650408,158.8564258,0,0,0
89119,340,587,100,28,1055,100.628436,3.539336493,0.980094787,0.74028436,0.148815166,0.048341232,0.897630332,0.322274882,0.556398104,0.09478673,0.026540284,Las Vegas,821840,70.97,830378,604606,8783,13380,6381,34761,10970,7200,1970,770,570,160,1,39337,143.9452172,144.1518686,1,0,0
89120,82,119,12,3,216,57.69907407,3.949074074,0.967592593,0.824074074,0.134259259,0.171296296,0.930555556,0.37962963,0.550925926,0.055555556,0.013888889,Las Vegas,752457,70.97,759747,436354,6341,10932,8210,19571,4450,3540,1520,770,950,310,2,58036,151.3992284,147.6233877,0,0,0
89121,229,198,23,4,454,49.49559471,3.528634361,0.940528634,0.821585903,0.081497797,0.044052863,0.911894273,0.504405286,0.436123348,0.050660793,0.008810573,Las Vegas,1095391,70.97,1104696,827246,5032,12508,9752,21827,13860,9640,3220,1430,1190,210,2,47453,141.9165354,132.3547108,0,0,0
89122,50,53,3,1,107,50.30841121,3.102803738,0.953271028,0.700934579,0.121495327,0.028037383,0.91588785,0.46728972,0.495327103,0.028037383,0.009345794,Las Vegas,887332,70.97,893988,709662,1827,4920,3326,10836,9540,8180,3150,1340,960,100,2,43881,150.8662792,143.410393,0,0,0
89123,238,468,39,6,751,84.58721704,3.71770972,0.988015979,0.860186418,0.125166445,0.09587217,0.950732357,0.316910786,0.623169108,0.051930759,0.007989348,Las Vegas,1669322,70.97,1688452,1244688,7133,16776,13067,39283,8820,7810,4430,2680,3450,770,2,67682,183.1639814,175.038059,0,0,0
89124,1,4,0,0,5,80,3.1,1,1,0.2,0,0.6,0.2,0.8,0,0,Las Vegas,24150,70.97,24299,14718,53,211,80,416,70,50,50,30,90,0,3,77932,345.4723255,344.3450101,0,0,0
89128,103,186,20,3,312,81.87179487,3.700320513,0.987179487,0.875,0.189102564,0.169871795,0.907051282,0.330128205,0.596153846,0.064102564,0.009615385,Las Vegas,954052,70.97,967320,682059,4349,12433,8819,16290,6440,5300,2450,1370,1690,440,2,62825,163.4751408,157.4587178,1,0,1
89129,73,92,7,4,176,60.86363636,3.627840909,0.977272727,0.857954545,0.119318182,0.085227273,0.931818182,0.414772727,0.522727273,0.039772727,0.022727273,Las Vegas,1598927,70.97,1620940,1174413,6720,16439,12831,39515,7740,6510,4040,2540,3240,890,2,72034,164.0169192,157.430938,0,0,0
89130,129,144,19,2,294,53.24829932,3.491496599,0.979591837,0.81292517,0.119047619,0.071428571,0.901360544,0.43877551,0.489795918,0.06462585,0.006802721,Las Vegas,914536,70.97,922413,661111,3731,7571,5409,14689,5110,4190,2560,1680,2140,330,2,70745,163.4337582,157.7523514,0,0,0
89131,60,103,7,0,170,64.25882353,3.505882353,0.994117647,0.811764706,0.088235294,0.088235294,0.988235294,0.352941176,0.605882353,0.041176471,0,Las Vegas,1750732,70.97,1769985,1245865,11119,17917,10358,57249,5490,4250,3170,2540,4570,1260,3,88336,162.0455994,156.1338343,0,0,0
89134,30,58,4,3,95,57.48421053,3.715789474,0.989473684,0.884210526,0.294736842,0.147368421,0.978947368,0.315789474,0.610526316,0.042105263,0.031578947,Las Vegas,1949489,70.97,1968441,819805,39663,78216,61719,477069,3370,2490,1990,1530,2340,1190,3,77659,211.9589593,203.7435204,0,0,0
89135,71,171,39,2,283,117.254417,3.602473498,0.989399293,0.848056537,0.243816254,0.09540636,0.922261484,0.250883392,0.604240283,0.137809187,0.007067138,Las Vegas,2662112,70.97,2700973,1464161,51195,95963,75943,282339,3100,2240,1850,1500,3080,2280,3,79718,242.2980644,242.482213,0,0,1
89139,129,198,18,7,352,114.3068182,3.708806818,0.980113636,0.744318182,0.088068182,0.073863636,0.946022727,0.366477273,0.5625,0.051136364,0.019886364,Las Vegas,1155687,70.97,1168349,930365,5081,6117,4556,19650,6240,6330,3380,1770,2120,520,2,69890,161.9331736,157.8861617,0,0,0
89141,27,47,6,0,80,100.1,3.475,0.9875,0.9,0.125,0.0625,0.95,0.3375,0.5875,0.075,0,Las Vegas,1483299,70.97,1500347,1026250,12244,32518,26826,100180,3730,3560,2350,1670,2370,910,3,75854,169.4248233,165.5801387,0,0,0
89142,20,20,1,1,42,31.73809524,3.321428571,0.928571429,0.80952381,0.071428571,0.071428571,0.928571429,0.476190476,0.476190476,0.023809524,0.023809524,Las Vegas,576508,70.97,579915,500114,613,956,673,1301,6470,5590,2010,850,630,50,2,55857,149.3767984,142.0132928,0,0,0
89143,6,17,1,0,24,121.125,4.0625,1,0.875,0.125,0.166666667,1,0.25,0.708333333,0.041666667,0,Las Vegas,362485,70.97,366022,291032,572,1194,883,2732,1530,1310,990,680,940,140,2,76035,152.8255749,148.3706768,0,0,0
89144,7,24,0,1,32,68.34375,3.765625,1,0.78125,0.125,0.25,0.9375,0.21875,0.75,0,0.03125,Las Vegas,1150277,70.97,1166470,659371,8678,26741,20032,97027,2210,1780,1330,950,1600,990,3,85724,206.1335061,197.100638,0,0,0
89145,67,186,31,8,292,93.98287671,3.755136986,0.97260274,0.804794521,0.191780822,0.113013699,0.883561644,0.229452055,0.636986301,0.106164384,0.02739726,Las Vegas,1672335,70.97,1684640,566582,26428,92276,80194,181187,4300,3650,1710,960,960,570,2,61560,165.5070715,163.8912683,0,0,0
89146,255,314,27,5,601,103.8086522,3.856073211,0.950083195,0.808652246,0.093178037,0.093178037,0.940099834,0.424292845,0.522462562,0.044925125,0.008319468,Las Vegas,448895,70.97,454886,293824,2836,9291,6163,26945,4100,2590,990,530,590,250,2,57758,161.1295754,156.624244,0,0,0
89147,199,381,22,6,608,83.98355263,3.944901316,0.978618421,0.851973684,0.095394737,0.197368421,0.944078947,0.327302632,0.626644737,0.036184211,0.009868421,Las Vegas,1323449,70.97,1339427,985731,7325,11966,8616,27329,9570,8590,4060,1930,1940,480,2,59080,170.3337624,166.0224183,0,0,0
89148,110,173,14,5,302,95.75496689,3.905629139,0.976821192,0.844370861,0.19205298,0.149006623,0.960264901,0.364238411,0.572847682,0.046357616,0.016556291,Las Vegas,1731963,70.97,1759938,1198615,47573,19830,15722,56649,7600,7100,4250,2530,2940,730,2,69580,173.0115057,165.5346621,0,0,0
89149,86,162,10,1,259,89.09266409,3.55019305,0.984555985,0.791505792,0.154440154,0.084942085,0.94980695,0.332046332,0.625482625,0.038610039,0.003861004,Las Vegas,1441857,70.97,1461547,972749,9523,17133,12609,67237,4770,4250,2910,1980,3030,1020,2,81150,164.8431307,161.1507754,0,0,1
89156,17,13,1,0,31,28.06451613,3.14516129,0.967741935,0.741935484,0.032258065,0.032258065,0.935483871,0.548387097,0.419354839,0.032258065,0,Las Vegas,438270,70.97,441363,358102,1030,1488,1008,1802,5190,4070,1520,650,460,50,2,55872,146.0191008,138.1481429,0,0,0
89166,2,5,0,0,7,96.14285714,3.857142857,1,1,0,0,1,0.285714286,0.714285714,0,0,Las Vegas,647481,70.97,654161,561576,1115,2472,1609,4936,2140,2380,1890,1310,1780,210,3,77774,158.667134,150.7991996,0,0,0
89169,121,178,35,7,341,144.4780059,3.501466276,0.976539589,0.788856305,0.146627566,0.035190616,0.82111437,0.35483871,0.521994135,0.102639296,0.020527859,Las Vegas,476517,70.97,481675,266970,5493,8026,5713,18817,5310,2980,710,250,230,120,1,35305,142.3035526,139.8301562,0,0,0
89178,24,24,0,1,49,65.16326531,3.520408163,0.979591837,0.857142857,0.040816327,0.040816327,0.959183673,0.489795918,0.489795918,0,0.020408163,Las Vegas,1125436,70.97,1138833,928756,2057,5450,4375,15855,4340,4640,3140,1990,2580,520,2,94455,161.8465253,157.0711584,0,0,0
89179,1,1,0,0,2,269,4.5,1,0.5,0,0,1,0.5,0.5,0,0,Las Vegas,332394,70.97,335517,291255,443,1086,745,2798,1000,1170,960,720,900,110,3,85444,166.8765965,160.5283011,0,0,0
89183,95,144,8,3,250,96.456,3.698,0.98,0.808,0.14,0.124,0.908,0.38,0.576,0.032,0.012,Las Vegas,939768,70.97,950453,761335,1630,4822,3584,12363,5710,5500,2940,1540,1510,380,2,68761,172.7063737,164.8930977,0,0,0
89502,1,0,0,0,1,57,2,1,0,0,0,1,1,0,0,0,Henderson,861651,70.97,870690,653918,5389,10941,8363,21000,9480,7110,2470,1000,980,290,2,38624,214.9378972,214.882509,1,0,1
90001,0,1,0,0,1,64,5,1,1,0,1,1,0,1,0,0,Las Vegas,615269,70.97,619635,543022,258,229,127,1761,11890,7020,1940,560,240,20,1,34350,379.595082,331.1356165,0,0,0
93013,1,0,0,0,1,8,2.5,1,0,0,0,1,1,0,0,0,Las Vegas,581222,70.97,594811,347373,6677,20815,16919,31042,2350,2010,1090,670,1120,460,2,68142,610.2150535,636.5916001,0,0,0
94523,0,1,0,0,1,37,5,1,1,0,0,1,0,1,0,0,Phoenix,1696537,66.87,1725834,1239101,8089,29993,23201,52991,4080,2770,2260,1950,4300,1980,3,86243,455.6874696,448.5173522,1,0,0
