,address,type,price,features,labels
838,"Downtown Phoenix - View Now! | 502 E Mariposa St, Phoenix, AZ",Downtown Phoenix - View Now!,,"['$850', '$1,199']","['2 bds', '1 bd']"
839,"4750 N Central Ave UNIT 2S, Phoenix, AZ 85012",Apartment for sale,"$124,999","['Studio', '1', '442']","['sqft', 'ba']"
840,"60 E Pierson St, Phoenix, AZ 85012",House for sale,"$1,100,000","['4', '4', '3,750']","['sqft', 'bds', 'ba']"
841,"21 E Marshall Ave, Phoenix, AZ 85012",House for sale,"$975,000","['5', '3', '3,526']","['sqft', 'bds', 'ba']"
842,"334 E Weldon Ave, Phoenix, AZ 85012",Auction,"$273,141","['3', '1', '1,075']","['sqft', 'bds', 'ba']"
843,"4750 N Central Ave UNIT 5C, Phoenix, AZ 85012",Condo for sale,"$152,000","['1', '1', '702']","['bd', 'sqft', 'ba']"
844,"3813 N 6th St APT 1, Phoenix, AZ 85012",Apartment for rent,"$1,495/mo","['2', '1', '742']","['sqft', 'bds', 'ba']"
845,"One Lexington Ave Condominiums | 1 E Lexington Ave, Phoenix, AZ",One Lexington Ave Condominiums,,"['$2,100', '$2,650']","['2 bds', '1 bd']"
846,"530 E Rose Ln, Phoenix, AZ 85012",House for rent,"$2,800/mo","['4', '3', '2,460']","['sqft', 'bds', 'ba']"
847,"5511 N 2nd St, Phoenix, AZ 85012",House for sale,"$1,350,000","['4', '4.5', '3,100']","['sqft', 'bds', 'ba']"
848,"4750 N Central Ave UNIT 1A, Phoenix, AZ 85012",Apartment for sale,"$145,500","['1', '1', '702']","['bd', 'sqft', 'ba']"
849,"4750 N Central Ave UNIT 5N, Phoenix, AZ 85012",Apartment for sale,"$145,500","['1', '1', '702']","['bd', 'sqft', 'ba']"
850,"4750 N Central Ave UNIT 17F, Phoenix, AZ 85012",Condo for sale,"$170,000","['1', '1', '702']","['bd', 'sqft', 'ba']"
851,"Camelback Towers Apartments | 4750 N Central Ave Central 2k, Phoenix, AZ",Camelback Towers Apartments,,"['$1,525', '$1,150+']","['2 bds', '1 bd']"
852,"402 E Berridge Ln, Phoenix, AZ 85012",House for sale,"$769,000","['4', '2.5', '2,323']","['sqft', 'bds', 'ba']"
853,"1 E Lexington Ave UNIT 1605, Phoenix, AZ 85012",Coming soon,"$1,200,000","['2', '3', '2,022']","['sqft', 'bds', 'ba']"
854,"311 E Maryland Ave, Phoenix, AZ 85012",House for sale,"$1,125,000","['4', '4', '3,824']","['sqft', 'bds', 'ba']"
855,"4750 N Central Ave UNIT 6A, Phoenix, AZ 85012",Apartment for sale,"$159,900","['2', '1', '980']","['sqft', 'bds', 'ba']"
856,"4381 N 24th Way, Phoenix, AZ 85016",Townhouse for rent,"$2,100/mo","['2', '2.5', '1,755']","['sqft', 'bds', 'ba']"
857,"4201 N 20th St UNIT 109, Phoenix, AZ 85016",Apartment for rent,"$1,275/mo","['2', '2', '1,064']","['sqft', 'bds', 'ba']"
858,"Peak 16 | 5151 N 16th St, Phoenix, AZ",Peak 16,,"['$1,322+', '$1,386+', '$1,757+']","['2 bds', '1 bd', 'Studio']"
859,"2432 E Squaw Peak Dr, Phoenix, AZ 85016",House for rent,"$6,400/mo","['4', '2', '2,589']","['sqft', 'bds', 'ba']"
860,"VIA 21 | 4111 N 21st St, Phoenix, AZ",VIA 21,,"['$1,299+']",['2 bds']
861,"The Highland | 1601 E Highland Ave, Phoenix, AZ",The Highland,,"['$1,254+', '$1,619+']","['2 bds', '1 bd']"
862,"The Venue on Camelback Apartments | 1930 E Camelback Rd, Phoenix, AZ",The Venue on Camelback Apartments,,"['$616+', '$906+', '$1,035+']","['2 bds', '1 bd', 'Studio']"
863,"Biltmore at Camelback | 2625 E Camelback Rd, Phoenix, AZ",Biltmore at Camelback,,"['$1,340+', '$1,301+', '$1,857+']","['2 bds', '1 bd', 'Studio']"
864,"District at Biltmore | 4600 N 24th St, Phoenix, AZ",District at Biltmore,,"['$1,380+', '$1,855+']","['2 bds', '1 bd']"
865,"Crescent Highland | 4626 N 16th St, Phoenix, AZ",Crescent Highland,,"['$1,063+', '$1,385+', '$1,836+']","['2 bds', '1 bd', 'Studio']"
866,"Biltmore at Camelback, Lafayette",Apartment for rent,"$2,162/mo","['2', '2', '982']","['sqft', 'bds', 'ba']"
867,"The Angela | 2727 E Camelback Rd, Phoenix, AZ",The Angela,,"['$1,696+', '$1,981+', '$2,657+', '$4,166+']","['1 bd', '3 bds', 'Studio', '2 bds']"
868,"3033 E Devonshire Ave UNIT 1027, Phoenix, AZ 85016",Condo for sale,"$79,900","['1', '1', '576']","['bd', 'sqft', 'ba']"
869,"1714 E Maryland Ave, Phoenix, AZ 85016",House for rent,"$1,950/mo","['3', '2', '1,482']","['sqft', 'bds', 'ba']"
870,"4144 N 21st St APT 7, Phoenix, AZ 85016",Townhouse for sale,"$210,000","['2', '2', '1,118']","['sqft', 'bds', 'ba']"
871,"3150 E Glenrosa Ave UNIT 1, Phoenix, AZ 85016",Townhouse for sale,"$595,000","['3', '3.5', '2,200']","['sqft', 'bds', 'ba']"
872,"2625 E Indian School Road | 2625 E Indian School Rd, Phoenix, AZ",2625 E Indian School Road,,"['$750+', '$975+']","['2 bds', '1 bd']"
873,"Furnished Studio - Phoenix - Biltmore | 5235 N 16th St, Phoenix, AZ",Furnished Studio - Phoenix - Biltmore,,"['$1,200+']",['Studio']
874,"Audere Apartments | 1920 E Indian School Rd, Phoenix, AZ",Audere Apartments,,"['$1,265+', '$1,405+']","['2 bds', '1 bd']"
875,"4249 N 17th Street | 4249 N 17th St, Phoenix, AZ",4249 N 17th Street,,"['$1,300+']",['2 bds']
876,"4448 N 24th Way, Phoenix, AZ 85016",Townhouse for rent,"$1,950/mo","['2', '2.5', '1,239']","['sqft', 'bds', 'ba']"
877,"2319 E Earll Dr, Phoenix, AZ 85016",House for sale,"$340,000","['3', '1.75', '1,416']","['sqft', 'bds', 'ba']"
878,"E Osborn Rd, Phoenix, AZ 85016",Apartment for rent,$800/mo,"['1', '1', '640']","['bd', 'sqft', 'ba']"
879,"2916 N Casa Tomas Ct, Phoenix, AZ 85016",Auction,$--,"['2', '--', '1,065']","['sqft', 'bds', 'ba']"
880,"2302 W Cactus Rd, Phoenix, AZ 85029",House for rent,"$1,350/mo","['2', '2', '1,081']","['sqft', 'bds', 'ba']"
881,"3537 W Pershing Ave, Phoenix, AZ 85029",House for rent,"$1,600/mo","['3', '2', '1,655']","['sqft', 'bds', 'ba']"
882,"3319 W Windrose Dr, Phoenix, AZ 85029",House for rent,"$1,225/mo","['3', '2', '1,336']","['sqft', 'bds', 'ba']"
883,"11632 N 21st Dr, Phoenix, AZ 85029",House for sale,"$205,000","['3', '2', '1,080']","['sqft', 'bds', 'ba']"
884,"11434 N 24th Dr, Phoenix, AZ 85029",House for rent,"$1,250/mo","['3', '1', '1,221']","['sqft', 'bds', 'ba']"
885,"1701 W Cortez St, Phoenix, AZ 85029",House for sale,"$1,050,000","['5', '2', '2,173']","['sqft', 'bds', 'ba']"
886,"1601 W Sunnyside Dr UNIT 140, Phoenix, AZ 85029",Condo for sale,"$119,000","['2', '1.5', '1,000']","['sqft', 'bds', 'ba']"
887,"13635 N 32nd Dr, Phoenix, AZ 85029",House for rent,"$1,300/mo","['3', '2', '1,761']","['sqft', 'bds', 'ba']"
888,"4207 W Christy Dr, Phoenix, AZ 85029",House for rent,"$1,525/mo","['3', '2', '1,338']","['sqft', 'bds', 'ba']"
889,"Biltmore on the Lake | 11050 N Biltmore Dr, Phoenix, AZ",Biltmore on the Lake,,"['$582+', '$624+', '$780+']","['2 bds', '1 bd', 'Studio']"
890,"3701 W Altadena Ave, Phoenix, AZ 85029",House for rent,"$1,550/mo","['4', '3', '1,950']","['sqft', 'bds', 'ba']"
891,"3132 W Surrey Ave, Phoenix, AZ 85029",House for rent,"$1,584/mo","['4', '2', '2,063']","['sqft', 'bds', 'ba']"
892,"1440 W Andorra Dr, Phoenix, AZ 85029",House for sale,"$349,900","['3', '2', '1,865']","['sqft', 'bds', 'ba']"
893,"2510 W Aster Dr, Phoenix, AZ 85029",House for rent,"$1,695/mo","['3', '2', '1,522']","['sqft', 'bds', 'ba']"
894,"4210 W Cholla St, Phoenix, AZ 85029",House for sale,"$265,000","['4', '3', '1,904']","['sqft', 'bds', 'ba']"
895,"925 W Peoria Ave APT 44, Phoenix, AZ 85029",Apartment for sale,"$98,000","['2', '2', '840']","['sqft', 'bds', 'ba']"
896,"3320 W Altadena Ave, Phoenix, AZ 85029",House for sale,"$211,000","['3', '2', '1,368']","['sqft', 'bds', 'ba']"
897,"10622 N 32nd Dr, Phoenix, AZ 85029",House for sale,"$215,000","['3', '2', '1,536']","['sqft', 'bds', 'ba']"
898,"4040 W Sweetwater Ave, Phoenix, AZ 85029",House for sale,"$269,000","['3', '2', '1,440']","['sqft', 'bds', 'ba']"
899,"4120 W Wethersfield Rd, Phoenix, AZ 85029",House for rent,"$1,425/mo","['3', '2', '1,436']","['sqft', 'bds', 'ba']"
900,"11026 N 27th Ave, Phoenix, AZ 85029",Apartment for sale,"$189,900","['2', '2', '1,234']","['sqft', 'bds', 'ba']"
901,"Tides on 28th | 11821 N 28th Dr, Phoenix, AZ",Tides on 28th,,"['$735+', '$890+']","['1 bd', 'Studio']"
902,"11801 N 40th Dr, Phoenix, AZ 85029",House for sale,"$239,900","['3', '2', '1,408']","['sqft', 'bds', 'ba']"
903,"3021 W Bloomfield Rd, Phoenix, AZ 85029",House for sale,"$245,000","['3', '2', '1,624']","['sqft', 'bds', 'ba']"
904,"6902 W Monterosa St UNIT 1259, Phoenix, AZ 85033",Townhouse for sale,"$108,900","['3', '2', '1,216']","['sqft', 'bds', 'ba']"
905,"7001 W Wolf St, Phoenix, AZ 85033",House for sale,"$182,900","['2', '1', '1,306']","['sqft', 'bds', 'ba']"
906,"3042 N 70th Ave, Phoenix, AZ 85033",House for rent,"$1,175/mo","['3', '1', '1,025']","['sqft', 'bds', 'ba']"
907,"Villa de Cortez | 3045 N 67th Ave, Phoenix, AZ",Villa de Cortez,,"['$770+', '$840+']","['2 bds', '1 bd']"
908,"8136 W Pierson St, Phoenix, AZ 85033",House for rent,$990/mo,"['3', '1', '952']","['sqft', 'bds', 'ba']"
909,"3335 N 75th Dr, Phoenix, AZ 85033",House for rent,"$1,325/mo","['3', '2', '1,414']","['sqft', 'bds', 'ba']"
910,"7114 W Weldon Ave, Phoenix, AZ 85033",House for sale,"$215,000","['3', '2', '1,262']","['sqft', 'bds', 'ba']"
911,"7945 W Indianola Ave, Phoenix, AZ 85033",House for sale,"$167,000","['3', '1', '1,332']","['sqft', 'bds', 'ba']"
912,"7007 W Wolf St, Phoenix, AZ 85033",House for rent,$999/mo,"['2', '1', '896']","['sqft', 'bds', 'ba']"
913,"4402 N 79th Dr, Phoenix, AZ 85033",Coming soon,"$217,900","['3', '2', '1,747']","['sqft', 'bds', 'ba']"
914,"6102 W Earll Dr, Phoenix, AZ 85033",House for sale,"$200,000","['4', '2', '1,320']","['sqft', 'bds', 'ba']"
915,"6933 W Camelback Rd, Phoenix, AZ 85033",House for sale,"$210,000","['3', '2', '1,305']","['sqft', 'bds', 'ba']"
916,"6717 W Mariposa St, Phoenix, AZ 85033",Auction,$--,"['--', '--', '1,020']","['sqft', 'bds', 'ba']"
917,"7709 W Mariposa Dr, Phoenix, AZ 85033",House for rent,"$1,195/mo","['3', '2', '1,460']","['sqft', 'bds', 'ba']"
918,"4545 N 67th Ave UNIT 1150, Phoenix, AZ 85033",Apartment for rent,"$1,150/mo","['3', '2', '1,494']","['sqft', 'bds', 'ba']"
919,"7926 W Avalon Dr, Phoenix, AZ 85033",House for rent,"$1,225/mo","['3', '2', '1,370']","['sqft', 'bds', 'ba']"
920,"4240 N 63rd Ave, Phoenix, AZ 85033",House for rent,"$1,295/mo","['3', '2', '1,529']","['sqft', 'bds', 'ba']"
921,"7653 W Coolidge St, Phoenix, AZ 85033",House for rent,"$1,325/mo","['3', '2', '1,618']","['sqft', 'bds', 'ba']"
922,"8134 W Sells Dr, Phoenix, AZ 85033",House for sale,"$225,000","['4', '1.75', '1,462']","['sqft', 'bds', 'ba']"
923,"3646 N 69th Ave, Phoenix, AZ",For Rent,,['$795+'],['2 bds']
924,"3107 N 65th Ave, Phoenix, AZ 85033",House for sale,"$199,900","['3', '1.5', '1,152']","['sqft', 'bds', 'ba']"
925,"4035 N 75th Dr, Phoenix, AZ 85033",Auction,"$189,475","['--', '2', '2,265']","['sqft', 'bds', 'ba']"
926,"7302 W Montecito Ave, Phoenix, AZ 85033",House for sale,"$259,999","['3', '2', '2,423']","['sqft', 'bds', 'ba']"
927,"4820 N 60th Dr, Phoenix, AZ 85033",Auction,"$181,117","['4', '2', '1,966']","['sqft', 'bds', 'ba']"
928,"6902 W Monterosa St UNIT 1259, Phoenix, AZ 85033",Townhouse for sale,"$108,900","['3', '2', '1,216']","['sqft', 'bds', 'ba']"
929,"7001 W Wolf St, Phoenix, AZ 85033",House for sale,"$182,900","['2', '1', '1,306']","['sqft', 'bds', 'ba']"
930,"3042 N 70th Ave, Phoenix, AZ 85033",House for rent,"$1,175/mo","['3', '1', '1,025']","['sqft', 'bds', 'ba']"
931,"Villa de Cortez | 3045 N 67th Ave, Phoenix, AZ",Villa de Cortez,,"['$770+', '$840+']","['2 bds', '1 bd']"
932,"8136 W Pierson St, Phoenix, AZ 85033",House for rent,$990/mo,"['3', '1', '952']","['sqft', 'bds', 'ba']"
933,"3335 N 75th Dr, Phoenix, AZ 85033",House for rent,"$1,325/mo","['3', '2', '1,414']","['sqft', 'bds', 'ba']"
934,"7114 W Weldon Ave, Phoenix, AZ 85033",House for sale,"$215,000","['3', '2', '1,262']","['sqft', 'bds', 'ba']"
935,"7945 W Indianola Ave, Phoenix, AZ 85033",House for sale,"$167,000","['3', '1', '1,332']","['sqft', 'bds', 'ba']"
936,"7007 W Wolf St, Phoenix, AZ 85033",House for rent,$999/mo,"['2', '1', '896']","['sqft', 'bds', 'ba']"
937,"4402 N 79th Dr, Phoenix, AZ 85033",Coming soon,"$217,900","['3', '2', '1,747']","['sqft', 'bds', 'ba']"
938,"6102 W Earll Dr, Phoenix, AZ 85033",House for sale,"$200,000","['4', '2', '1,320']","['sqft', 'bds', 'ba']"
939,"6933 W Camelback Rd, Phoenix, AZ 85033",House for sale,"$210,000","['3', '2', '1,305']","['sqft', 'bds', 'ba']"
940,"6717 W Mariposa St, Phoenix, AZ 85033",Auction,$--,"['--', '--', '1,020']","['sqft', 'bds', 'ba']"
941,"7709 W Mariposa Dr, Phoenix, AZ 85033",House for rent,"$1,195/mo","['3', '2', '1,460']","['sqft', 'bds', 'ba']"
942,"4545 N 67th Ave UNIT 1150, Phoenix, AZ 85033",Apartment for rent,"$1,150/mo","['3', '2', '1,494']","['sqft', 'bds', 'ba']"
943,"7926 W Avalon Dr, Phoenix, AZ 85033",House for rent,"$1,225/mo","['3', '2', '1,370']","['sqft', 'bds', 'ba']"
944,"4240 N 63rd Ave, Phoenix, AZ 85033",House for rent,"$1,295/mo","['3', '2', '1,529']","['sqft', 'bds', 'ba']"
945,"7653 W Coolidge St, Phoenix, AZ 85033",House for rent,"$1,325/mo","['3', '2', '1,618']","['sqft', 'bds', 'ba']"
946,"8134 W Sells Dr, Phoenix, AZ 85033",House for sale,"$225,000","['4', '1.75', '1,462']","['sqft', 'bds', 'ba']"
947,"3646 N 69th Ave, Phoenix, AZ",For Rent,,['$795+'],['2 bds']
948,"3107 N 65th Ave, Phoenix, AZ 85033",House for sale,"$199,900","['3', '1.5', '1,152']","['sqft', 'bds', 'ba']"
949,"4035 N 75th Dr, Phoenix, AZ 85033",Auction,"$189,475","['--', '2', '2,265']","['sqft', 'bds', 'ba']"
950,"7302 W Montecito Ave, Phoenix, AZ 85033",House for sale,"$259,999","['3', '2', '2,423']","['sqft', 'bds', 'ba']"
951,"4820 N 60th Dr, Phoenix, AZ 85033",Auction,"$181,117","['4', '2', '1,966']","['sqft', 'bds', 'ba']"
952,"2801 W Amberwood Dr, Phoenix, AZ 85045",Coming soon,"$599,900","['4', '3', '2,886']","['sqft', 'bds', 'ba']"
953,"Flat Fourteen32 Plan, Vantage",New construction,"$277,595+","['2', '2', '1,432']","['sqft', 'bds', 'ba']"
954,"15429 S 14th Ave, Phoenix, AZ 85045",House for sale,"$414,000","['3', '3', '2,128']","['sqft', 'bds', 'ba']"
955,"16647 S 15th Dr, Phoenix, AZ 85045",House for sale,"$539,999","['5', '3.5', '2,973']","['sqft', 'bds', 'ba']"
956,"15401 S 6th Dr, Phoenix, AZ 85045",House for rent,"$2,495/mo","['5', '3', '2,744']","['sqft', 'bds', 'ba']"
957,"1744 W Frye Rd, Phoenix, AZ 85045",House for sale,"$374,900","['3', '2', '2,209']","['sqft', 'bds', 'ba']"
958,"2937 W Silver Fox Way, Phoenix, AZ 85045",House for sale,"$330,000","['3', '2.5', '2,344']","['sqft', 'bds', 'ba']"
959,"3025 W Silver Fox Way, Phoenix, AZ 85045",House for sale,"$335,000","['3', '2', '1,628']","['sqft', 'bds', 'ba']"
960,"3028 W Cottonwood Ln, Phoenix, AZ 85045",House for rent,"$1,995/mo","['3', '2', '1,922']","['sqft', 'bds', 'ba']"
961,"526 W Mountain Sage Dr, Phoenix, AZ 85045",House for sale,"$289,000","['3', '2.5', '1,603']","['sqft', 'bds', 'ba']"
962,"16823 S Coleman St, Phoenix, AZ 85045",House for sale,"$439,900","['4', '5', '3,730']","['sqft', 'bds', 'ba']"
963,"16201 S 29th Ave, Phoenix, AZ 85045",House for sale,"$589,900","['3', '3', '3,233']","['sqft', 'bds', 'ba']"
964,"16211 S Reserve Dr, Phoenix, AZ 85045",House for sale,"$599,900","['3', '3', '3,233']","['sqft', 'bds', 'ba']"
965,"1729 W Glenhaven Dr, Phoenix, AZ 85045",House for sale,"$379,900","['4', '3', '2,182']","['sqft', 'bds', 'ba']"
966,"16609 S 16th Dr, Phoenix, AZ 85045",House for rent,"$2,200/mo","['4', '2', '1,790']","['sqft', 'bds', 'ba']"
967,"16001 S 13th Ave, Phoenix, AZ 85045",House for sale,"$534,900","['5', '3', '3,184']","['sqft', 'bds', 'ba']"
968,"W Windsong Dr, Phoenix, AZ 85045",House for rent,"$2,850/mo","['6', '4.5', '3,858']","['sqft', 'bds', 'ba']"
969,"1672 W Lacewood Pl, Phoenix, AZ 85045",House for sale,"$309,900","['3', '2.5', '1,782']","['sqft', 'bds', 'ba']"
970,"15441 S 4th Dr, Phoenix, AZ 85045",House for sale,"$530,000","['4', '2', '2,611']","['sqft', 'bds', 'ba']"
971,"722 W Amberwood Dr, Phoenix, AZ 85045",House for sale,"$505,000","['5', '3', '3,294']","['sqft', 'bds', 'ba']"
972,"1741 W Hiddenview Dr, Phoenix, AZ 85045",House for sale,"$375,000","['3', '3', '2,180']","['sqft', 'bds', 'ba']"
973,"16656 S 16th Ave, Phoenix, AZ 85045",House for sale,"$465,000","['5', '4', '3,452']","['sqft', 'bds', 'ba']"
974,"15438 S 1st Ave, Phoenix, AZ 85045",House for sale,"$579,900","['4', '3', '3,089']","['sqft', 'bds', 'ba']"
975,"1517 W Windsong Dr, Phoenix, AZ 85045",House for rent,"$1,745/mo","['4', '2', '2,301']","['sqft', 'bds', 'ba']"
976,"3101 W Las Palmaritas Dr, Phoenix, AZ 85051",House for sale,"$235,000","['3', '1.75', '1,288']","['sqft', 'bds', 'ba']"
977,"7116 N 27th Ln, Phoenix, AZ 85051",House for rent,"$2,000/mo","['4', '3', '2,354']","['sqft', 'bds', 'ba']"
978,"2617 W Augusta Ave, Phoenix, AZ",For Rent,,['$700+'],['1 bd']
979,"3020 W Griswold Rd, Phoenix, AZ 85051",House for rent,"$1,488/mo","['4', '2', '1,571']","['sqft', 'bds', 'ba']"
980,"8126 N 32nd Dr, Phoenix, AZ 85051",Townhouse for sale,"$135,000","['3', '1', '1,008']","['sqft', 'bds', 'ba']"
981,"3233 W Loma Ln, Phoenix, AZ 85051",House for rent,$945/mo,"['3', '1.5', '1,008']","['sqft', 'bds', 'ba']"
982,"2701 W Butler Dr, Phoenix, AZ 85051",House for sale,"$185,000","['3', '2', '1,128']","['sqft', 'bds', 'ba']"
983,"8108 N 33rd Dr UNIT 1, Phoenix, AZ 85051",Apartment for rent,"$1,285/mo","['3', '1.5', '1,200']","['sqft', 'bds', 'ba']"
984,"4125 W El Caminito Dr, Phoenix, AZ 85051",House for rent,"$1,650/mo","['4', '2', '1,951']","['sqft', 'bds', 'ba']"
985,"Phoenician Palms Condominiums | 3421 W Dunlap Ave, Phoenix, AZ",Phoenician Palms Condominiums,,"['$850+', '$1,045+']","['2 bds', '4 bds']"
986,"7609 N 34th Ave, Phoenix, AZ 85051",House for rent,"$1,415/mo","['3', '2', '1,650']","['sqft', 'bds', 'ba']"
987,"3501 W Vista Ave, Phoenix, AZ 85051",House for sale,"$190,000","['2', '1', '1,055']","['sqft', 'bds', 'ba']"
988,"3942 W Gardenia Ave, Phoenix, AZ 85051",House for sale,"$244,500","['4', '2', '1,620']","['sqft', 'bds', 'ba']"
989,"3014 W Lawrence Ln, Phoenix, AZ 85051",House for sale,"$205,000","['3', '2', '1,176']","['sqft', 'bds', 'ba']"
990,"9201 N 37th Ave, Phoenix, AZ 85051",House for rent,"$1,345/mo","['3', '1.5', '1,229']","['sqft', 'bds', 'ba']"
991,"3740 W Eva St, Phoenix, AZ 85051",Auction,$--,"['4', '--', '1,650']","['sqft', 'bds', 'ba']"
992,"3832 W Vista Ave, Phoenix, AZ 85051",House for sale,"$226,900","['5', '2', '1,383']","['sqft', 'bds', 'ba']"
993,"3131 W Cochise Dr UNIT 227, Phoenix, AZ 85051",Condo for sale,"$110,000","['2', '2', '922']","['sqft', 'bds', 'ba']"
994,"2939 W Seldon Ln, Phoenix, AZ 85051",House for sale,"$199,900","['3', '1.75', '1,180']","['sqft', 'bds', 'ba']"
995,"3845 W Hatcher Rd, Phoenix, AZ 85051",House for sale,"$223,000","['3', '2', '1,495']","['sqft', 'bds', 'ba']"
996,"4132 W Butler Dr, Phoenix, AZ 85051",Coming soon,"$214,900","['3', '2', '1,373']","['sqft', 'bds', 'ba']"
997,"3204 W Northview Ave, Phoenix, AZ 85051",House for sale,"$225,000","['3', '1', '1,304']","['sqft', 'bds', 'ba']"
998,"7024 N 32nd Ave, Phoenix, AZ 85051",House for rent,"$1,395/mo","['5', '2', '2,500']","['sqft', 'bds', 'ba']"
999,"4028 W Alice Ave, Phoenix, AZ 85051",House for rent,"$1,495/mo","['3', '2', '1,689']","['sqft', 'bds', 'ba']"
1000,"3101 W Las Palmaritas Dr, Phoenix, AZ 85051",House for sale,"$235,000","['3', '1.75', '1,288']","['sqft', 'bds', 'ba']"
1001,"7116 N 27th Ln, Phoenix, AZ 85051",House for rent,"$2,000/mo","['4', '3', '2,354']","['sqft', 'bds', 'ba']"
1002,"2617 W Augusta Ave, Phoenix, AZ",For Rent,,['$700+'],['1 bd']
1003,"3020 W Griswold Rd, Phoenix, AZ 85051",House for rent,"$1,488/mo","['4', '2', '1,571']","['sqft', 'bds', 'ba']"
1004,"8126 N 32nd Dr, Phoenix, AZ 85051",Townhouse for sale,"$135,000","['3', '1', '1,008']","['sqft', 'bds', 'ba']"
1005,"3233 W Loma Ln, Phoenix, AZ 85051",House for rent,$945/mo,"['3', '1.5', '1,008']","['sqft', 'bds', 'ba']"
1006,"2701 W Butler Dr, Phoenix, AZ 85051",House for sale,"$185,000","['3', '2', '1,128']","['sqft', 'bds', 'ba']"
1007,"8108 N 33rd Dr UNIT 1, Phoenix, AZ 85051",Apartment for rent,"$1,285/mo","['3', '1.5', '1,200']","['sqft', 'bds', 'ba']"
1008,"4125 W El Caminito Dr, Phoenix, AZ 85051",House for rent,"$1,650/mo","['4', '2', '1,951']","['sqft', 'bds', 'ba']"
1009,"Phoenician Palms Condominiums | 3421 W Dunlap Ave, Phoenix, AZ",Phoenician Palms Condominiums,,"['$850+', '$1,045+']","['2 bds', '4 bds']"
1010,"7609 N 34th Ave, Phoenix, AZ 85051",House for rent,"$1,415/mo","['3', '2', '1,650']","['sqft', 'bds', 'ba']"
1011,"3501 W Vista Ave, Phoenix, AZ 85051",House for sale,"$190,000","['2', '1', '1,055']","['sqft', 'bds', 'ba']"
1012,"3942 W Gardenia Ave, Phoenix, AZ 85051",House for sale,"$244,500","['4', '2', '1,620']","['sqft', 'bds', 'ba']"
1013,"3014 W Lawrence Ln, Phoenix, AZ 85051",House for sale,"$205,000","['3', '2', '1,176']","['sqft', 'bds', 'ba']"
1014,"9201 N 37th Ave, Phoenix, AZ 85051",House for rent,"$1,345/mo","['3', '1.5', '1,229']","['sqft', 'bds', 'ba']"
1015,"3740 W Eva St, Phoenix, AZ 85051",Auction,$--,"['4', '--', '1,650']","['sqft', 'bds', 'ba']"
1016,"3832 W Vista Ave, Phoenix, AZ 85051",House for sale,"$226,900","['5', '2', '1,383']","['sqft', 'bds', 'ba']"
1017,"3131 W Cochise Dr UNIT 227, Phoenix, AZ 85051",Condo for sale,"$110,000","['2', '2', '922']","['sqft', 'bds', 'ba']"
1018,"2939 W Seldon Ln, Phoenix, AZ 85051",House for sale,"$199,900","['3', '1.75', '1,180']","['sqft', 'bds', 'ba']"
1019,"3845 W Hatcher Rd, Phoenix, AZ 85051",House for sale,"$223,000","['3', '2', '1,495']","['sqft', 'bds', 'ba']"
1020,"4132 W Butler Dr, Phoenix, AZ 85051",Coming soon,"$214,900","['3', '2', '1,373']","['sqft', 'bds', 'ba']"
1021,"3204 W Northview Ave, Phoenix, AZ 85051",House for sale,"$225,000","['3', '1', '1,304']","['sqft', 'bds', 'ba']"
1022,"7024 N 32nd Ave, Phoenix, AZ 85051",House for rent,"$1,395/mo","['5', '2', '2,500']","['sqft', 'bds', 'ba']"
1023,"4028 W Alice Ave, Phoenix, AZ 85051",House for rent,"$1,495/mo","['3', '2', '1,689']","['sqft', 'bds', 'ba']"
1024,"4820 E Hashknife Rd, Phoenix, AZ 85054",House for sale,"$630,000","['4', '2.5', '3,194']","['sqft', 'bds', 'ba']"
1025,"The Residences on High Street | 5355 E High St, Phoenix, AZ",The Residences on High Street,,"['$1,315+', '$1,955+']","['2 bds', '1 bd']"
1026,"56 North | 21021 N 56th St, Phoenix, AZ",56 North,,"['$1,270+', '$1,550+']","['2 bds', '1 bd']"
1027,"Desert Club | 6901 E Chauncey Ln, Phoenix, AZ",Desert Club,,"['$1,320+', '$1,530+', '$1,825+']","['2 bds', '1 bd', '3 bds']"
1028,"6900 E Princess Dr, Phoenix, AZ",For Rent,,"['$1,025+', '$1,199+', '$1,399+']","['2 bds', '1 bd', '3 bds']"
1029,"22401 N 49th Pl, Phoenix, AZ 85054",House for sale,"$575,000","['3', '2.5', '2,596']","['sqft', 'bds', 'ba']"
1030,"Blackbird Plan, Paradise Ridge",New construction,"$504,990+","['4', '2', '1,780']","['sqft', 'bds', 'ba']"
1031,"Camden North End | 6800 E Mayo Blvd, Phoenix, AZ",Camden North End,,"['$1,369+', '$1,449+', '$1,799+', '$2,339+']","['1 bd', '3 bds', 'Studio', '2 bds']"
1032,"Arrive North Scottsdale | 17950 N 68th St, Phoenix, AZ",Arrive North Scottsdale,,"['$1,264+', '$1,402+', '$1,612+']","['2 bds', '1 bd', '3 bds']"
1033,"Crow Plan, Paradise Ridge",New construction,"$554,990+","['4', '3', '2,576']","['sqft', 'bds', 'ba']"
1034,"Marquis at Desert Ridge | 21155 N 56th St, Phoenix, AZ",Marquis at Desert Ridge,,"['$1,366+', '$1,582+']","['2 bds', '1 bd']"
1035,"Tapatio Plan, Paradise Ridge",New construction,"$569,990+","['4', '3', '2,296']","['sqft', 'bds', 'ba']"
