,address,type,price,features,labels
1176,"546 S 74th Pl, Mesa, AZ 85208",House for rent,"$1,275/mo","['3', '1', '1,040']","['sqft', 'ba', 'bds']"
1177,"8655 E Carol Ave, Mesa, AZ 85208",House for rent,"$1,735/mo","['4', '2', '1,460']","['sqft', 'ba', 'bds']"
1178,"10859 E Forge Cir, Mesa, AZ 85208",For sale by owner,"$90,000","['4', '2', '2,888']","['sqft', 'ba', 'bds']"
1179,"1114 S Grenoble, Mesa, AZ 85208",House for sale,"$315,000","['4', '2.5', '2,888']","['sqft', 'ba', 'bds']"
1180,"816 S Esperanza Ave, Mesa, AZ 85208",Home for sale,"$159,900","['2', '2', '1,201']","['sqft', 'ba', 'bds']"
1181,"9043 E Butternut Ave, Mesa, AZ 85208",Home for sale,"$145,000","['3', '2', '898']","['sqft', 'ba', 'bds']"
1182,"8639 E Crescent Ave, Mesa, AZ 85208",House for rent,"$1,495/mo","['3', '2', '1,198']","['sqft', 'ba', 'bds']"
1183,"9010 E Marguerite Ave, Mesa, AZ 85208",House for sale,"$245,000","['4', '2', '1,538']","['sqft', 'ba', 'bds']"
1184,"10264 E Dolphin Ave, Mesa, AZ 85208",House for rent,"$1,795/mo","['4', '2', '1,746']","['sqft', 'ba', 'bds']"
1185,"8921 E Crescent Ave, Mesa, AZ 85208",House for rent,"$1,100/mo","['2', '2', '1,008']","['sqft', 'ba', 'bds']"
1186,"10442 E Bramble Ave, Mesa, AZ 85208",House for sale,"$235,000","['3', '2', '1,231']","['sqft', 'ba', 'bds']"
1187,"451 S Hawes Rd UNIT 8, Mesa, AZ 85208",House for sale,"$220,000","['2', '2.5', '1,401']","['sqft', 'ba', 'bds']"
1188,"10661 E Emerald Ave, Mesa, AZ 85208",House for sale,"$247,000","['3', '2', '1,311']","['sqft', 'ba', 'bds']"
1189,"7411 E Drummer Ave, Mesa, AZ 85208",Coming soon,"$259,900","['3', '2', '1,410']","['sqft', 'ba', 'bds']"
1190,"10847 E Clovis Ave, Mesa, AZ 85208",House for rent,"$1,595/mo","['4', '2.5', '1,537']","['sqft', 'ba', 'bds']"
1191,"10830 E Crescent Ave, Mesa, AZ 85208",Coming soon,"$300,000","['4', '2', '1,995']","['sqft', 'ba', 'bds']"
1192,"11107 E Arbor Ave, Mesa, AZ 85208",House for rent,"$1,595/mo","['4', '2.5', '1,540']","['sqft', 'ba', 'bds']"
1193,"337 S 98th St, Mesa, AZ 85208",House for sale,"$279,999","['3', '2', '1,569']","['sqft', 'ba', 'bds']"
1194,"7750 E Broadway Rd LOT 700, Mesa, AZ 85208",Lot / Land for sale,"$88,500","['2,178']",['sqft lot']
1195,"684 S 93rd Pl, Mesa, AZ 85208",Home for sale,"$164,900","['2', '2', '1,352']","['sqft', 'ba', 'bds']"
1196,"10939 E Crescent Ave, Mesa, AZ 85208",Auction,"$180,428","['--', '--', '1,055']","['sqft', 'ba', 'bds']"
1197,"11360 E Sunland Ave, Mesa, AZ 85208",House for rent,"$1,525/mo","['3', '2', '1,540']","['sqft', 'ba', 'bds']"
1198,"451 S Hawes Rd UNIT 66, Mesa, AZ 85208",Apartment for rent,"$1,432/mo","['3', '2.5', '1,342']","['sqft', 'ba', 'bds']"
1199,"1042 S 99th Pl, Mesa, AZ 85208",House for rent,"$1,350/mo","['3', '2', '1,565']","['sqft', 'ba', 'bds']"
1200,"2518 S Jefferson, Mesa, AZ 85209",House for sale,"$380,000","['5', '2.5', '3,058']","['sqft', 'ba', 'bds']"
1201,"The Palms | 9335 E Baseline Rd, Mesa, AZ",The Palms,,"['$1,085+', '$1,240+', '$1,560+']","['2 bds', '1 bd', '3 bds']"
1202,"2550 S Ellsworth Rd UNIT 454, Mesa, AZ 85209",Apartment for rent,"$1,700/mo","['2', '2', '1,500']","['sqft', 'ba', 'bds']"
1203,"2744 S Raven, Mesa, AZ 85209",House for rent,"$1,800/mo","['3', '2', '1,544']","['sqft', 'ba', 'bds']"
1204,"2337 S Wildrose Cir, Mesa, AZ 85209",House for sale,"$399,900","['3', '2', '2,600']","['sqft', 'ba', 'bds']"
1205,"7412 E Lobo Ave, Mesa, AZ 85209",House for rent,"$1,940/mo","['5', '3', '2,169']","['sqft', 'ba', 'bds']"
1206,"7922 E Gale Ave, Mesa, AZ 85209",House for sale,"$205,000","['3', '2', '1,009']","['sqft', 'ba', 'bds']"
1207,"7839 E Nopal Ave, Mesa, AZ 85209",House for sale,"$249,999","['2', '2', '1,319']","['sqft', 'ba', 'bds']"
1208,"9233 E Neville Ave UNIT 1130, Mesa, AZ 85209",Coming soon,"$220,000","['3', '2', '1,230']","['sqft', 'ba', 'bds']"
1209,"2627 S Rose Gdn, Mesa, AZ 85209",House for sale,"$439,900","['5', '2.5', '2,897']","['sqft', 'ba', 'bds']"
1210,"1827 S 80th St, Mesa, AZ 85209",House for rent,$899/mo,"['2', '2', '781']","['sqft', 'ba', 'bds']"
1211,"1739 S 80th St, Mesa, AZ 85209",Home for sale,"$214,900","['3', '2', '1,477']","['sqft', 'ba', 'bds']"
1212,"10715 E Knowles Ave, Mesa, AZ 85209",House for rent,"$1,850/mo","['5', '3', '2,672']","['sqft', 'ba', 'bds']"
1213,"1650 S Crismon Rd UNIT 79, Mesa, AZ 85209",Townhouse for sale,"$225,000","['2', '2', '1,254']","['sqft', 'ba', 'bds']"
1214,"1265 S Aaron UNIT 229, Mesa, AZ 85209",Townhouse for sale,"$227,500","['3', '3', '1,535']","['sqft', 'ba', 'bds']"
1215,"9719 E Knowles Ave, Mesa, AZ 85209",House for rent,"$1,265/mo","['3', '2', '1,204']","['sqft', 'ba', 'bds']"
1216,"8038 E Impala Ave, Mesa, AZ 85209",House for sale,"$237,900","['3', '2', '1,300']","['sqft', 'ba', 'bds']"
1217,"10166 E Kiva Ave, Mesa, AZ 85209",House for rent,"$1,595/mo","['3', '2', '1,589']","['sqft', 'ba', 'bds']"
1218,"8725 E Nido Cir, Mesa, AZ 85209",House for rent,"$1,225/mo","['3', '2', '1,317']","['sqft', 'ba', 'bds']"
1219,"1250 S Rialto, Mesa, AZ",For Rent,,"['$1,500', '$1,325']","['2 bds', '3 bds']"
1220,"2358 S Olivewood, Mesa, AZ 85209",House for sale,"$279,900","['2', '1.75', '1,375']","['sqft', 'ba', 'bds']"
1221,"8637 E Lobo Ave, Mesa, AZ 85209",House for sale,"$315,000","['4', '2.5', '2,006']","['sqft', 'ba', 'bds']"
1222,"1250 S Rialto UNIT 40, Mesa, AZ 85209",Townhouse for sale,"$225,000","['3', '2.5', '1,535']","['sqft', 'ba', 'bds']"
1223,"2735 S 85th Way, Mesa, AZ 85209",House for rent,"$1,999/mo","['3', '2', '1,784']","['sqft', 'ba', 'bds']"
1224,"6462 E Star Valley St, Mesa, AZ 85215",House for sale,"$395,000","['3', '2', '2,067']","['sqft', 'ba', 'bds']"
1225,"6446 E Trailridge Cir UNIT 92, Mesa, AZ 85215",House for sale,"$610,000","['5', '3.5', '4,068']","['sqft', 'ba', 'bds']"
1226,"3556 N Tirol Cir, Mesa, AZ 85215",House for sale,"$360,000","['4', '3', '2,650']","['sqft', 'ba', 'bds']"
1227,"2755 N Ramada Cir, Mesa, AZ 85215",House for sale,"$299,999","['3', '2', '1,775']","['sqft', 'ba', 'bds']"
1228,"5735 E Mcdowell Rd LOT 257, Mesa, AZ 85215",Home for sale,"$84,900","['1', '1', '705']","['sqft', 'ba', 'bd']"
1229,"2105 N Recker Rd, Mesa, AZ 85215",Coming soon,"$199,900","['2', '2', '1,152']","['sqft', 'ba', 'bds']"
1230,"5415 E Mckellips Rd UNIT 39, Mesa, AZ 85215",Townhouse for sale,"$270,000","['3', '2.5', '1,687']","['sqft', 'ba', 'bds']"
1231,"5445 E Mcdowell Rd, Mesa, AZ 85215",Home for sale,"$125,000","['2', '2', '1,441']","['sqft', 'ba', 'bds']"
1232,"6338 E Mills St, Mesa, AZ 85215",House for rent,"$1,650/mo","['3', '2', '1,540']","['sqft', 'ba', 'bds']"
1233,"4256 N Ranier, Mesa, AZ 85215",Coming soon,"$354,900","['3', '3', '2,184']","['sqft', 'ba', 'bds']"
1234,"6704 E Norwood St, Mesa, AZ 85215",House for sale,"$310,000","['3', '2', '1,479']","['sqft', 'ba', 'bds']"
1235,"6756 E Northridge St, Mesa, AZ 85215",House for rent,"$1,650/mo","['3', '2', '1,533']","['sqft', 'ba', 'bds']"
1236,"6125 E Nance St, Mesa, AZ 85215",House for sale,"$239,900","['3', '2', '1,702']","['sqft', 'ba', 'bds']"
1237,"5858 E Player Pl, Mesa, AZ 85215",Home for sale,"$165,000","['2', '2', '1,249']","['sqft', 'ba', 'bds']"
1238,"6258 E Mills St, Mesa, AZ 85215",House for rent,"$1,500/mo","['2', '2', '1,470']","['sqft', 'ba', 'bds']"
1239,"5958 E Norland St APT 101, Mesa, AZ 85215",Apartment for rent,$900/mo,"['2', '2', '800']","['sqft', 'ba', 'bds']"
1240,"5830 E Mckellips Rd UNIT 54, Mesa, AZ 85215",House for sale,"$242,000","['2', '2', '1,297']","['sqft', 'ba', 'bds']"
1241,"6524 E Preston St, Mesa, AZ 85215",House for sale,"$379,000","['3', '2', '2,221']","['sqft', 'ba', 'bds']"
1242,"3817 N Sawtooth Cir, Mesa, AZ 85215",House for sale,"$390,000","['4', '3', '2,478']","['sqft', 'ba', 'bds']"
1243,"3650 E Quenton Dr LOT 9, Mesa, AZ 85215",House for sale,"$714,900","['4', '4', '4,524']","['sqft', 'ba', 'bds']"
1244,"2704 N Wright Way, Mesa, AZ 85215",Home for rent,"$1,100/mo","['2', '2', '1,441']","['sqft', 'ba', 'bds']"
1245,"5941 E Norland St APT 201, Mesa, AZ 85215",Apartment for rent,$875/mo,"['2', '2', '808']","['sqft', 'ba', 'bds']"
1246,"4025 N Ranier, Mesa, AZ 85215",House for sale,"$365,000","['3', '2', '1,717']","['sqft', 'ba', 'bds']"
1247,"6730 E Hermosa Vista Dr UNIT 34, Mesa, AZ 85215",House for sale,"$245,000","['3', '2', '1,329']","['sqft', 'ba', 'bds']"
1248,"6446 E Trailridge Cir UNIT 82, Mesa, AZ 85215",House for sale,"$720,000","['5', '3.5', '3,992']","['sqft', 'ba', 'bds']"
1249,"6221 E Sierra Morena St, Mesa, AZ 85215",House for rent,"$1,795/mo","['3', '2.5', '2,094']","['sqft', 'ba', 'bds']"
1250,"6314 E Mills St, Mesa, AZ 85215",House for rent,"$1,450/mo","['2', '2', '1,470']","['sqft', 'ba', 'bds']"
1251,"6227 E Roland St, Mesa, AZ 85215",House for rent,"$1,525/mo","['4', '2', '1,502']","['sqft', 'ba', 'bds']"
1252,"N 61st St, Mesa, AZ 85215",House for rent,"$1,600/mo","['3', '2', '1,342']","['sqft', 'ba', 'bds']"
1253,"5518 E Lindstrom Ln UNIT 2003, Mesa, AZ 85215",Apartment for sale,"$145,000","['2', '2', '1,094']","['sqft', 'ba', 'bds']"
1254,"5415 E Mckellips Rd UNIT 107, Mesa, AZ 85215",Townhouse for sale,"$222,000","['1', '1.75', '1,468']","['sqft', 'ba', 'bd']"
1255,"6031 E Portia Cir, Mesa, AZ 85215",House for sale,"$350,000","['4', '2', '1,806']","['sqft', 'ba', 'bds']"
1256,"E Northridge St, Mesa, AZ 85215",House for rent,"$1,345/mo","['3', '2', '1,288']","['sqft', 'ba', 'bds']"
1257,"3555 N Diego, Mesa, AZ 85215",Pre-foreclosure / Auction, ,"['3', '2', '1,542']","['sqft', 'ba', 'bds']"
1258,"3316 N Saint Elias, Mesa, AZ 85215",House for rent,"$1,395/mo","['3', '2', '1,317']","['sqft', 'ba', 'bds']"
1259,"3822 E Palm Cir, Mesa, AZ 85215",Coming soon,"$815,000","['5', '3', '4,145']","['sqft', 'ba', 'bds']"
1260,"5909 E Norwood St, Mesa, AZ 85215",House for sale,"$225,900","['3', '2.5', '1,405']","['sqft', 'ba', 'bds']"
1261,"6348 E Riverdale St, Mesa, AZ 85215",House for sale,"$320,000","['3', '2', '1,800']","['sqft', 'ba', 'bds']"
1262,"3912 E Minton Cir, Mesa, AZ 85215",For sale by owner,"$985,000","['4', '3.5', '4,132']","['sqft', 'ba', 'bds']"
1263,"5518 E Lindstrom Ln UNIT 7A, Mesa, AZ 85215",Apartment for sale,"$99,000","['1', '1', '651']","['sqft', 'ba', 'bd']"
1264,"6462 E Star Valley St, Mesa, AZ 85215",House for sale,"$395,000","['3', '2', '2,067']","['sqft', 'ba', 'bds']"
1265,"6446 E Trailridge Cir UNIT 92, Mesa, AZ 85215",House for sale,"$610,000","['5', '3.5', '4,068']","['sqft', 'ba', 'bds']"
1266,"3556 N Tirol Cir, Mesa, AZ 85215",House for sale,"$360,000","['4', '3', '2,650']","['sqft', 'ba', 'bds']"
1267,"2755 N Ramada Cir, Mesa, AZ 85215",House for sale,"$299,999","['3', '2', '1,775']","['sqft', 'ba', 'bds']"
1268,"5735 E Mcdowell Rd LOT 257, Mesa, AZ 85215",Home for sale,"$84,900","['1', '1', '705']","['sqft', 'ba', 'bd']"
1269,"2105 N Recker Rd, Mesa, AZ 85215",Coming soon,"$199,900","['2', '2', '1,152']","['sqft', 'ba', 'bds']"
1270,"5415 E Mckellips Rd UNIT 39, Mesa, AZ 85215",Townhouse for sale,"$270,000","['3', '2.5', '1,687']","['sqft', 'ba', 'bds']"
1271,"5445 E Mcdowell Rd, Mesa, AZ 85215",Home for sale,"$125,000","['2', '2', '1,441']","['sqft', 'ba', 'bds']"
1272,"6338 E Mills St, Mesa, AZ 85215",House for rent,"$1,650/mo","['3', '2', '1,540']","['sqft', 'ba', 'bds']"
1273,"4256 N Ranier, Mesa, AZ 85215",Coming soon,"$354,900","['3', '3', '2,184']","['sqft', 'ba', 'bds']"
1274,"6704 E Norwood St, Mesa, AZ 85215",House for sale,"$310,000","['3', '2', '1,479']","['sqft', 'ba', 'bds']"
1275,"6756 E Northridge St, Mesa, AZ 85215",House for rent,"$1,650/mo","['3', '2', '1,533']","['sqft', 'ba', 'bds']"
1276,"6125 E Nance St, Mesa, AZ 85215",House for sale,"$239,900","['3', '2', '1,702']","['sqft', 'ba', 'bds']"
1277,"5858 E Player Pl, Mesa, AZ 85215",Home for sale,"$165,000","['2', '2', '1,249']","['sqft', 'ba', 'bds']"
1278,"6258 E Mills St, Mesa, AZ 85215",House for rent,"$1,500/mo","['2', '2', '1,470']","['sqft', 'ba', 'bds']"
1279,"5958 E Norland St APT 101, Mesa, AZ 85215",Apartment for rent,$900/mo,"['2', '2', '800']","['sqft', 'ba', 'bds']"
1280,"5830 E Mckellips Rd UNIT 54, Mesa, AZ 85215",House for sale,"$242,000","['2', '2', '1,297']","['sqft', 'ba', 'bds']"
1281,"6524 E Preston St, Mesa, AZ 85215",House for sale,"$379,000","['3', '2', '2,221']","['sqft', 'ba', 'bds']"
1282,"3817 N Sawtooth Cir, Mesa, AZ 85215",House for sale,"$390,000","['4', '3', '2,478']","['sqft', 'ba', 'bds']"
1283,"3650 E Quenton Dr LOT 9, Mesa, AZ 85215",House for sale,"$714,900","['4', '4', '4,524']","['sqft', 'ba', 'bds']"
1284,"2704 N Wright Way, Mesa, AZ 85215",Home for rent,"$1,100/mo","['2', '2', '1,441']","['sqft', 'ba', 'bds']"
1285,"5941 E Norland St APT 201, Mesa, AZ 85215",Apartment for rent,$875/mo,"['2', '2', '808']","['sqft', 'ba', 'bds']"
1286,"4025 N Ranier, Mesa, AZ 85215",House for sale,"$365,000","['3', '2', '1,717']","['sqft', 'ba', 'bds']"
1287,"6730 E Hermosa Vista Dr UNIT 34, Mesa, AZ 85215",House for sale,"$245,000","['3', '2', '1,329']","['sqft', 'ba', 'bds']"
1288,"2312 E Butler St, Chandler, AZ 85225",House for sale,"$286,000","['3', '2', '1,592']","['sqft', 'ba', 'bds']"
1289,"Alante at the Islands | 2222 N Mcqueen Rd, Chandler, AZ",Alante at the Islands,,"['$1,201+', '$1,425+', '$1,647+']","['2 bds', '1 bd', '3 bds']"
1290,"1677 E Harrison St, Chandler, AZ 85225",House for sale,"$374,900","['4', '2', '1,833']","['sqft', 'ba', 'bds']"
1291,"891 E Savannah Dr, Chandler, AZ 85225",House for sale,"$295,000","['3', '2.5', '1,624']","['sqft', 'ba', 'bds']"
1292,"Biscayne Bay Apartments | 300 E Warner Rd, Chandler, AZ",Biscayne Bay Apartments,,"['$1,050+', '$1,390+']","['2 bds', '1 bd']"
1293,"Alta San Marcos | 445 W Chandler Blvd, Chandler, AZ",Alta San Marcos,,"['$1,245+', '$1,612+', '$2,085']","['2 bds', '1 bd', '3 bds']"
1294,"Stonebridge Ranch | 575 W Pecos Rd, Chandler, AZ",Stonebridge Ranch,,"['$1,134+', '$1,400']","['2 bds', '1 bd']"
1295,"Brio On Ray | 250 E Ray Rd, Chandler, AZ",Brio On Ray,,"['$999+', '$1,340+']","['2 bds', '1 bd']"
1296,"864 E Chandler Blvd APT 16, Chandler, AZ 85225",Apartment for rent,$851/mo,"['2', '1', '850']","['sqft', 'ba', 'bds']"
1297,"N Hartford St, Chandler, AZ 85225",Townhouse for rent,"$1,950/mo","['2', '1.5', '849']","['sqft', 'ba', 'bds']"
1298,"769 E Gail Dr, Chandler, AZ 85225",House for sale,"$285,900","['3', '2', '1,632']","['sqft', 'ba', 'bds']"
1299,"952 E Manor Dr, Chandler, AZ 85225",House for sale,"$285,000","['4', '3', '1,685']","['sqft', 'ba', 'bds']"
1300,"705 W Temple St, Chandler, AZ 85225",House for sale,"$289,000","['3', '2', '1,656']","['sqft', 'ba', 'bds']"
1301,"1560 E San Tan St, Chandler, AZ 85225",House for sale,"$290,000","['3', '2', '1,593']","['sqft', 'ba', 'bds']"
1302,"668 E Colt Ct, Chandler, AZ 85225",House for rent,"$1,850/mo","['3', '2.5', '1,510']","['sqft', 'ba', 'bds']"
1303,"860 N Mcqueen Rd UNIT 1204, Chandler, AZ 85225",Townhouse for sale,"$207,000","['2', '2.5', '1,152']","['sqft', 'ba', 'bds']"
1304,"450 N Eucalyptus Pl, Chandler, AZ 85225",Auction,$--,"['--', '4', '2,433']","['sqft', 'ba', 'bds']"
1305,"631 S California St APT B, Chandler, AZ 85225",Apartment for rent,"$1,675/mo","['4', '2', '1,512']","['sqft', 'ba', 'bds']"
1306,"1774 E Tara Dr, Chandler, AZ 85225",House for rent,"$1,500/mo","['3', '3', '1,366']","['sqft', 'ba', 'bds']"
1307,"124 S Willow Creek St, Chandler, AZ 85225",House for rent,"$1,750/mo","['3', '2', '1,197']","['sqft', 'ba', 'bds']"
1308,"1588 E Fairview St, Chandler, AZ 85225",House for sale,"$300,000","['4', '2.5', '1,829']","['sqft', 'ba', 'bds']"
1309,"1988 N Ithica St, Chandler, AZ 85225",House for sale,"$289,500","['3', '2', '1,311']","['sqft', 'ba', 'bds']"
1310,"824 E Baylor Ln, Chandler, AZ 85225",House for sale,"$333,900","['3', '3', '2,067']","['sqft', 'ba', 'bds']"
1311,"San Cierra | 2400 N Arizona Ave, Chandler, AZ",San Cierra,,"['$1,165+', '$1,290+', '$1,785+']","['2 bds', '1 bd', '3 bds']"
1312,"646 E El Monte Pl, Chandler, AZ 85225",House for rent,"$1,650/mo","['3', '3', '1,661']","['sqft', 'ba', 'bds']"
1313,"1111 N Amber St, Chandler, AZ 85225",House for sale,"$279,900","['3', '2', '1,436']","['sqft', 'ba', 'bds']"
1314,"866 E Morelos St, Chandler, AZ 85225",House for rent,"$1,800/mo","['3', '2', '1,588']","['sqft', 'ba', 'bds']"
1315,"62 W Tulsa St, Chandler, AZ 85225",House for sale,"$244,900","['4', '2', '1,212']","['sqft', 'ba', 'bds']"
1316,"Fairways | 777 W Chandler Blvd, Chandler, AZ",Fairways,,"['$1,196+', '$1,227+', '$1,511+']","['2 bds', '1 bd', '3 bds']"
1317,"2155 N Grace Blvd UNIT 220, Chandler, AZ 85225",Apartment for sale,"$192,900","['2', '2', '1,180']","['sqft', 'ba', 'bds']"
1318,"943 E Carla Vista Pl, Chandler, AZ 85225",House for sale,"$265,900","['3', '2', '1,280']","['sqft', 'ba', 'bds']"
1319,"86 W Tulsa St, Chandler, AZ 85225",Coming soon,"$285,000","['4', '2', '1,910']","['sqft', 'ba', 'bds']"
1320,"521 W Summit Pl, Chandler, AZ 85225",House for sale,"$356,500","['3', '2', '2,035']","['sqft', 'ba', 'bds']"
1321,"876 E Sheffield Ave, Chandler, AZ 85225",House for rent,"$1,550/mo","['3', '2', '1,436']","['sqft', 'ba', 'bds']"
1322,"461 S Rio Dr, Chandler, AZ 85225",House for sale,"$307,000","['3', '2', '1,503']","['sqft', 'ba', 'bds']"
1323,"909 W Marlboro Cir, Chandler, AZ 85225",House for sale,"$389,900","['4', '2.5', '2,167']","['sqft', 'ba', 'bds']"
1324,"452 W Manor St, Chandler, AZ 85225",House for sale,"$295,000","['3', '2', '1,598']","['sqft', 'ba', 'bds']"
1325,"680 N Delaware St, Chandler, AZ 85225",House for sale,"$249,999","['3', '2', '1,728']","['sqft', 'ba', 'bds']"
1326,"972 W San Marcos Dr, Chandler, AZ 85225",House for sale,"$405,000","['3', '2', '1,961']","['sqft', 'ba', 'bds']"
1327,"2840 E Detroit St, Chandler, AZ 85225",House for sale,"$419,000","['4', '2', '2,117']","['sqft', 'ba', 'bds']"
1328,"3437 W Galveston St, Chandler, AZ 85226",House for rent,"$1,750/mo","['3', '2', '2,354']","['sqft', 'ba', 'bds']"
1329,"300 N Gila Springs Blvd UNIT 126, Chandler, AZ 85226",Townhouse for rent,"$1,300/mo","['2', '2', '1,227']","['sqft', 'ba', 'bds']"
1330,"The Met at Fashion Center | 1 N Hearthstone Way, Chandler, AZ",The Met at Fashion Center,,"['$1,252+', '$1,486+']","['2 bds', '1 bd']"
1331,"3628 W Laredo St, Chandler, AZ 85226",House for sale,"$280,000","['3', '2', '1,577']","['sqft', 'ba', 'bds']"
1332,"4920 W Harrison St, Chandler, AZ 85226",House for sale,"$240,000","['3', '2', '1,524']","['sqft', 'ba', 'bds']"
1333,"Avana Chandler | 3800 W Chandler Blvd, Chandler, AZ",Avana Chandler,,"['$998+', '$1,265+', '$1,584+']","['2 bds', '1 bd', '3 bds']"
1334,"4161 W Orchid Ln, Chandler, AZ 85226",House for sale,"$489,000","['4', '2', '2,263']","['sqft', 'ba', 'bds']"
1335,"The Ventura | 3600 W Ray Rd, Chandler, AZ",The Ventura,,"['$1,150+', '$1,325+', '$1,795']","['2 bds', '1 bd', '3 bds']"
1336,"Pinnacle Terrace | 801 N Federal St, Chandler, AZ",Pinnacle Terrace,,"['$1,160+', '$1,447+', '$1,780']","['2 bds', '1 bd', '3 bds']"
1337,"1321 N Bonarden Ln, Chandler, AZ 85226",House for sale,"$305,000","['3', '2', '1,258']","['sqft', 'ba', 'bds']"
1338,"6354 W Dublin Ln, Chandler, AZ 85226",House for sale,"$579,900","['5', '3.5', '3,861']","['sqft', 'ba', 'bds']"
1339,"San Tierra | 3939 W Windmills Blvd, Chandler, AZ",San Tierra,,"['$1,170+', '$1,310+']","['2 bds', '1 bd']"
1340,"104 N Terrace Rd, Chandler, AZ 85226",House for rent,"$2,195/mo","['4', '--', '2,116']","['sqft', 'ba', 'bds']"
1341,"6762 W Shannon St, Chandler, AZ 85226",House for sale,"$360,000","['4', '2', '1,840']","['sqft', 'ba', 'bds']"
1342,"4681 W Oakland St, Chandler, AZ 85226",House for sale,"$349,900","['3', '2', '1,700']","['sqft', 'ba', 'bds']"
1343,"Country Brook | 4909 W Joshua Blvd, Chandler, AZ",Country Brook,,"['$1,180+', '$1,396+', '$1,446+']","['2 bds', '1 bd', '3 bds']"
1344,"153 S Elm St, Chandler, AZ 85226",House for sale,"$289,900","['3', '2', '1,338']","['sqft', 'ba', 'bds']"
1345,"5330 W Morgan Pl, Chandler, AZ 85226",House for rent,"$1,995/mo","['4', '2.5', '2,319']","['sqft', 'ba', 'bds']"
1346,"70 N Bradley Dr, Chandler, AZ 85226",House for sale,"$349,900","['3', '2', '1,627']","['sqft', 'ba', 'bds']"
1347,"Lumiere Chandler Condos | 1100 N Priest Dr, Chandler, AZ",Lumiere Chandler Condos,,"['$1,303+', '$1,459+', '$1,629+']","['2 bds', '1 bd', '3 bds']"
1348,"5021 W Kesler Ln, Chandler, AZ 85226",House for sale,"$295,000","['3', '2', '1,604']","['sqft', 'ba', 'bds']"
1349,"Reflections at Gila Springs | 411 N Kyrene Rd, Chandler, AZ",Reflections at Gila Springs,,"['$1,130+', '$1,355+', '$1,770']","['2 bds', '1 bd', '3 bds']"
1350,"Towne Square Apartment Homes | 500 N Metro Blvd, Chandler, AZ",Towne Square Apartment Homes,,"['$989+', '$1,195+', '$1,475+']","['2 bds', '1 bd', '3 bds']"
1351,"Villa Four Plan, Rhythm",New construction,"$417,990+","['4', '4', '2,731']","['sqft', 'ba', 'bds']"
1352,"19777 N 76th St, Scottsdale, AZ",For Rent,,"['$1,500+', '$1,650+']","['2 bds', '3 bds']"
1353,"0 E Chino Dr, Scottsdale, AZ 85255",House for rent,"$7,000/mo","['5', '5', '5,200']","['sqft', 'ba', 'bds']"
1354,"10230 E Blanche Dr, Scottsdale, AZ 85255",House for sale,"$524,000","['5', '3', '2,357']","['sqft', 'ba', 'bds']"
1355,"10441 E Star Of The Desert Dr, Scottsdale, AZ 85255",House for sale,"$449,000","['3', '2.5', '1,700']","['sqft', 'ba', 'bds']"
1356,"7820 E Phantom Way, Scottsdale, AZ 85255",House for sale,"$474,900","['3', '2', '1,634']","['sqft', 'ba', 'bds']"
1357,"12255 E Paraiso Dr, Scottsdale, AZ 85255",House for sale,"$4,995,000","['5', '5.5', '8,001']","['sqft', 'ba', 'bds']"
1358,"24238 N 124th St, Scottsdale, AZ 85255",Lot / Land for sale,"$489,000",['1.48'],['acres lot']
1359,"24288 N 124th St, Scottsdale, AZ 85255",Lot / Land for sale,"$499,000",['1.62'],['acres lot']
1360,"24386 N 124th St, Scottsdale, AZ 85255",Lot / Land for sale,"$479,000",['1.62'],['acres lot']
1361,"Avion on Legacy | 7340 E Legacy Blvd, Scottsdale, AZ",Avion on Legacy,,"['$1,330+', '$1,540+', '$2,055+']","['2 bds', '1 bd', '3 bds']"
1362,"23870 N 75th St, Scottsdale, AZ 85255",Townhouse for rent,"$1,749/mo","['2', '2', '1,310']","['sqft', 'ba', 'bds']"
1363,"14153 N 106th Pl, Scottsdale, AZ 85255",House for sale,"$610,000","['4', '2', '2,294']","['sqft', 'ba', 'bds']"
1364,"24288 N 124th St LOT 20A, Scottsdale, AZ 85255",Lot / Land for sale,"$499,000",['1.62'],['acres lot']
1365,"24386 N 124th St LOT 19A, Scottsdale, AZ 85255",Lot / Land for sale,"$479,000",['1.62'],['acres lot']
1366,"24238 N 124th St LOT 21A, Scottsdale, AZ 85255",Lot / Land for sale,"$489,000",['1.48'],['acres lot']
1367,"20813 N 74th Way, Scottsdale, AZ 85255",House for sale,"$750,000","['5', '2.5', '3,705']","['sqft', 'ba', 'bds']"
1368,"7719 E La Junta Rd, Scottsdale, AZ 85255",House for sale,"$850,000","['4', '3', '3,111']","['sqft', 'ba', 'bds']"
1369,"20750 N 87th St, Scottsdale, AZ",For Rent,,"['$1,995+', '$1,860+']","['2 bds', '3 bds']"
1370,"9098 E Calle De Las Brisas, Scottsdale, AZ 85255",House for sale,"$725,000","['3', '2.5', '2,892']","['sqft', 'ba', 'bds']"
1371,"20704 N 90th Pl UNIT 1031, Scottsdale, AZ 85255",Townhouse for sale,"$585,000","['2', '2', '1,771']","['sqft', 'ba', 'bds']"
1372,"Capstone Plan, Summit at Silverstone",New construction,"$599,990+","['2', '3', '2,150']","['sqft', 'ba', 'bds']"
1373,"23875 N 91st St, Scottsdale, AZ 85255",House for rent,"$14,500/mo","['8', '10', '10,602']","['sqft', 'ba', 'bds']"
