,address,type,price,features,labels
0,"9177 Collington Sq, Allison Park, PA 15101",Townhouse for rent,"$1,550/mo","['3', '1.5', '1,404']","['sqft', 'ba', 'bds']"
1,"400 Chapel Rd, Center Township, PA 15101",House for sale,"$235,000","['3', '2', '3,648']","['sqft', 'ba', 'bds']"
2,"9003 Elm St, Allison Park, PA 15101",House for sale,"$199,900","['3', '2', '1,238']","['sqft', 'ba', 'bds']"
3,"1111 Burchfield Rd, Allison Park, PA 15101",House for sale,"$625,000","['3', '4', '2,527']","['sqft', 'ba', 'bds']"
4,"1865 Concord Dr, Allison Park, PA 15101",House for sale,"$269,900","['4', '3', '2,214']","['sqft', 'ba', 'bds']"
5,"2348 California Dr, Allison Park, PA 15101",House for rent,"$1,625/mo","['3', '1.5', '984']","['sqft', 'ba', 'bds']"
6,"2853 School Rd, Allison Park, PA 15101",House for sale,"$210,000","['2', '3', '1,200']","['sqft', 'ba', 'bds']"
7,"9482 Meadow Rd, Allison Park, PA 15101",House for rent,"$1,400/mo","['3', '1', '1,200']","['sqft', 'ba', 'bds']"
8,"2324 Big Rock Rd, Allison Park, PA 15101",Townhouse for rent,"$1,500/mo","['2', '2.5', '1,576']","['sqft', 'ba', 'bds']"
9,"A-00097 Peebles Rd, Mccandless, PA 15101",House for sale,"$89,900","['Studio', '--', '--']","['sqft', 'ba']"
10,"B-00179 Peebles, Mccandless, PA 15101",House for sale,"$89,900","['Studio', '--', '--']","['sqft', 'ba']"
11,"4679 Greenwood Dr, Allison Park, PA 15101",House for sale,"$450,000","['4', '5', '2,892']","['sqft', 'ba', 'bds']"
12,"3035 Talley Cavey Cir, Allison Park, PA 15101",House for sale,"$180,000","['3', '1', '1,322']","['sqft', 'ba', 'bds']"
13,"9120 Peebles Rd, Allison Park, PA 15101",Pre-foreclosure / Auction, ,"['2', '1', '886']","['sqft', 'ba', 'bds']"
14,"3924 S Monet Ct, Allison Park, PA 15101",House for sale,"$379,900","['4', '3', '2,400']","['sqft', 'ba', 'bds']"
15,"2529 Royalview Dr, Allison Park, PA 15101",House for sale,"$275,000","['3', '3', '2,030']","['sqft', 'ba', 'bds']"
16,"4610 Woodlake Dr, Allison Park, PA 15101",House for sale,"$249,900","['3', '3', '1,736']","['sqft', 'ba', 'bds']"
17,"3972 Middle Rd, Allison Park, PA 15101",House for sale,"$670,000","['4', '4', '5,032']","['sqft', 'ba', 'bds']"
18,"3030 Sturbridge Ct, Allison Park, PA 15101",House for sale,"$499,000","['5', '3', '2,758']","['sqft', 'ba', 'bds']"
19,"811 Ledgeview Dr, Allison Park, PA 15101",House for sale,"$239,000","['4', '3', '1,311']","['sqft', 'ba', 'bds']"
20,"4087 Tall Timber Dr, Allison Park, PA 15101",House for sale,"$335,000","['4', '3', '2,080']","['sqft', 'ba', 'bds']"
21,"9306 Chase Pl, Allison Park, PA 15101",House for sale,"$315,000","['4', '3', '2,190']","['sqft', 'ba', 'bds']"
22,"1787 Duncan Ave, Allison Park, PA 15101",Pre-foreclosure / Auction, ,"['2', '1.5', '1,704']","['sqft', 'ba', 'bds']"
23,"2730 Tillia St, Allison Park, PA 15101",For sale by owner,"$219,999","['3', '2', '1,800']","['sqft', 'ba', 'bds']"
24,"812 4th St, Braddock, PA 15104",Apartment for sale,"$49,000","['Studio', '--', '1,828']","['sqft', 'ba']"
25,"316 Kenmawr Ave, Braddock, PA 15104",Pre-foreclosure / Auction, ,"['3', '1', '930']","['sqft', 'ba', 'bds']"
26,"201-203 Holland Ave, Braddock, PA 15104",Pre-foreclosure / Auction, ,"['6', '1', '2,184']","['sqft', 'ba', 'bds']"
27,"526 Hawkins Ave, Braddock, PA 15104",Pre-foreclosure / Auction, ,"['3', '1', '1,472']","['sqft', 'ba', 'bds']"
28,"1187 Ridge Ave, Braddock, PA 15104",For sale by owner,"$64,999","['2', '2', '1,232']","['sqft', 'ba', 'bds']"
29,"901 6th St, Braddock, PA 15104",House for sale,"$31,000","['2', '2', '1,280']","['sqft', 'ba', 'bds']"
30,"220 Mills Ave, Braddock, PA 15104",Auction,"$29,516","['4', '1', '1,610']","['sqft', 'ba', 'bds']"
31,"500 Mills Ave APT 1, Braddock, PA 15104",Apartment for rent,$425/mo,"['1', '1', '650']","['sqft', 'ba', 'bd']"
32,"1534 Ridge Ave, Braddock, PA 15104",House for rent,$795/mo,"['3', '1', '1,408']","['sqft', 'ba', 'bds']"
33,"411 Kenmawr Ave, Braddock, PA 15104",House for sale,"$50,000","['3', '2', '1,116']","['sqft', 'ba', 'bds']"
34,"1514 Wolf Ave N Braddock, Pittsburgh, PA 15104",House for rent,$850/mo,"['3', '1', '1,070']","['sqft', 'ba', 'bds']"
35,"1023 Highland St, Braddock, PA 15104",Pre-foreclosure / Auction,$--,"['2', '1.5', '900']","['sqft', 'ba', 'bds']"
36,"633 1st St, Braddock, PA 15104",Pre-foreclosure / Auction,$--,"['2', '1.5', '1,500']","['sqft', 'ba', 'bds']"
37,"527 Garden Ct, Braddock, PA 15104",Pre-foreclosure / Auction,$--,"['2', '2', '1,800']","['sqft', 'ba', 'bds']"
38,"613 Baldridge Ave, Braddock, PA 15104",House for sale,"$125,000","['3', '2', '1,472']","['sqft', 'ba', 'bds']"
39,"503 Ann St, Braddock, PA 15104",Townhouse for sale,"$15,000","['4', '1', '1,428']","['sqft', 'ba', 'bds']"
40,"100 2nd St, Rankin, PA 15104",House for sale,"$670,000","['Studio', '--', '--']","['sqft', 'ba']"
41,"203 Comrie Ave, Braddock, PA 15104",House for sale,"$44,900","['3', '1', '1,296']","['sqft', 'ba', 'bds']"
42,"1802 Wolfe Ave, Braddock, PA 15104",Pre-foreclosure / Auction,$--,"['8', '4', '2,838']","['sqft', 'ba', 'bds']"
43,"1020 Kirkpatrick Ave, Braddock, PA 15104",Pre-foreclosure / Auction,$--,"['4', '1.5', '1,936']","['sqft', 'ba', 'bds']"
44,"811 2nd St, Braddock, PA 15104",Pre-foreclosure / Auction,$--,"['2', '1', '1,120']","['sqft', 'ba', 'bds']"
45,"Mills Ave, Braddock, PA 15104",Foreclosure,$--,"['4', '1', '1,610']","['sqft', 'ba', 'bds']"
46,"1063 Wolfe Ave, Braddock, PA 15104",Pre-foreclosure / Auction, ,"['3', '1', '2,025']","['sqft', 'ba', 'bds']"
47,"1912 Johnson St, Braddock, PA 15104",House for rent,$795/mo,"['3', '1', '1,283']","['sqft', 'ba', 'bds']"
48,"915 Fleming St, Coraopolis, PA 15108",House for sale,"$115,000","['4', '2', '1,408']","['sqft', 'ba', 'bds']"
49,"3004 Nottinghill Dr, Coraopolis, PA 15108",House for sale,"$289,900","['4', '3', '1,692']","['sqft', 'ba', 'bds']"
50,"222 Oakhaven Dr, Coraopolis, PA 15108",House for sale,"$415,000","['4', '3', '2,504']","['sqft', 'ba', 'bds']"
51,"1761 Hassam Rd, Coraopolis, PA 15108",House for sale,"$399,000","['3', '4', '3,148']","['sqft', 'ba', 'bds']"
52,"103 Hemingway Ln, Kennedy Twp, PA 15108",House for rent,"$2,500/mo","['4', '3', '2,188']","['sqft', 'ba', 'bds']"
53,"314 Parkridge Ln, Coraopolis, PA 15108",Townhouse for sale,"$164,900","['2', '2', '1,300']","['sqft', 'ba', 'bds']"
54,"105 Heldon Dr, Coraopolis, PA 15108",House for rent,"$2,545/mo","['4', '3', '2,152']","['sqft', 'ba', 'bds']"
55,"101 Fitzrandolph Dr, Coraopolis, PA 15108",House for sale,"$389,900","['4', '3', '2,376']","['sqft', 'ba', 'bds']"
56,"1402 4th Ave, Coraopolis, PA",For Rent,,"['$600', '$725']","['2 bds', '1 bd']"
57,"1432 Rosedale Ave, Coraopolis, PA 15108",House for sale,"$120,000","['3', '2', '2,621']","['sqft', 'ba', 'bds']"
58,"Waterford Landing | 1200 Landing Ln, Moon Township, PA",Waterford Landing,,"['$954+', '$1,199+', '$1,644+']","['2 bds', '1 bd', '3 bds']"
59,"259 Moon Clinton Rd, Coraopolis, PA 15108",House for sale,"$224,900","['3', '2', '1,534']","['sqft', 'ba', 'bds']"
60,"276 Overlook Ct, Coraopolis, PA 15108",Townhouse for rent,"$1,550/mo","['2', '1.5', '1,116']","['sqft', 'ba', 'bds']"
61,"205 Coraopolis Rd # C8, Coraopolis, PA 15108",Condo for sale,"$79,500","['2', '1', '919']","['sqft', 'ba', 'bds']"
62,"521 Forest Green Dr, Coraopolis, PA 15108",Condo for sale,"$72,900","['2', '2', '1,092']","['sqft', 'ba', 'bds']"
63,"116 Amy Jo Ln, Coraopolis, PA 15108",House for sale,"$699,900","['5', '5', '3,787']","['sqft', 'ba', 'bds']"
64,"223 Havenwood Dr, Coraopolis, PA 15108",House for sale,"$229,924","['3', '2', '1,178']","['sqft', 'ba', 'bds']"
65,"186 Lockheed Dr, Moon Twp, PA",New construction,"$295,580","['3', '3', '1,842']","['sqft', 'ba', 'bds']"
66,"188 Lockheed Dr, Moon Twp, PA",New construction,"$295,580","['3', '3', '1,823']","['sqft', 'ba', 'bds']"
67,"1039 State Ave, Coraopolis, PA 15108",Apartment for rent,$850/mo,"['1', '1', '--']","['sqft', 'ba', 'bd']"
68,"203 Coraopolis Rd APT 3, Coraopolis, PA 15108",Apartment for rent,$925/mo,"['2', '1', '919']","['sqft', 'ba', 'bds']"
69,"284 Forest Grove Rd, Coraopolis, PA 15108",House for rent,$725/mo,"['2', '1', '--']","['sqft', 'ba', 'bds']"
70,"914 1st Ave # 1ST, Coraopolis, PA 15108",Apartment for rent,$850/mo,"['2', '1', '--']","['sqft', 'ba', 'bds']"
71,"461 Amherst Ave, Coraopolis, PA 15108",House for sale,"$233,900","['3', '3', '1,363']","['sqft', 'ba', 'bds']"
72,"117 Olde Manor Ln, Coraopolis, PA 15108",House for sale,"$699,000","['5', '6', '4,299']","['sqft', 'ba', 'bds']"
73,"St. Leo Plan, Wiltshire Estates",New construction,"$245,900+","['3', '2.5', '1,805']","['sqft', 'ba', 'bds']"
74,"41 Herbst Rd, Coraopolis, PA 15108",House for sale,"$149,000","['2', '1', '1,099']","['sqft', 'ba', 'bds']"
75,"590 Hookstown Grade Rd, Coraopolis, PA 15108",House for rent,"$1,500/mo","['3', '1.5', '1,196']","['sqft', 'ba', 'bds']"
76,"St. Martin Plan, Wiltshire Estates",New construction,"$220,900+","['3', '2.5', '1,565']","['sqft', 'ba', 'bds']"
77,"208 Laura Lee Dr, Coraopolis, PA 15108",House for sale,"$229,913","['3', '3', '1,357']","['sqft', 'ba', 'bds']"
78,"5081 Sanlin Dr, Coraopolis, PA 15108",Condo for sale,"$63,000","['2', '1', '1,053']","['sqft', 'ba', 'bds']"
79,"2203 Anna Mae Dr, Coraopolis, PA 15108",House for rent,"$3,500/mo","['4', '3.5', '2,726']","['sqft', 'ba', 'bds']"
80,"116 Tiffany Ridge Dr, Coraopolis, PA 15108",House for sale,"$325,000","['4', '3', '1,912']","['sqft', 'ba', 'bds']"
81,"1000 State Ave APT 2, Coraopolis, PA 15108",Apartment for rent,$750/mo,"['1', '1', '--']","['sqft', 'ba', 'bd']"
82,"1314 George St, Coraopolis, PA 15108",Pre-foreclosure / Auction, ,"['2', '2', '1,624']","['sqft', 'ba', 'bds']"
83,"104 Wessex Hills Dr, Coraopolis, PA 15108",House for sale,"$279,900","['5', '4', '1,961']","['sqft', 'ba', 'bds']"
84,"609 6th Ave, Coraopolis, PA 15108",Pre-foreclosure / Auction, ,"['2', '1', '832']","['sqft', 'ba', 'bds']"
85,"616 Main St, Coraopolis, PA 15108",Pre-foreclosure / Auction, ,"['2', '1', '1,482']","['sqft', 'ba', 'bds']"
86,"1619 Hiland Ave, Coraopolis, PA 15108",Pre-foreclosure / Auction, ,"['4', '1.5', '1,580']","['sqft', 'ba', 'bds']"
87,"610 Flynn Dr, Coraopolis, PA 15108",House for sale,"$539,900","['4', '3', '2,840']","['sqft', 'ba', 'bds']"
88,"915 N Murtland St, Pittsburgh, PA 15208",Apartment for sale,"$50,000","['Studio', '--', '--']","['sqft', 'ba']"
89,"6723 Mcpherson Boulevard | 6723 Mcpherson Blvd, Pittsburgh, PA",6723 Mcpherson Boulevard,,"['$1,275+']",['2 bds']
90,"7342 Monticello St, Pittsburgh, PA 15208",House for sale,"$10,000","['3', '1', '1,592']","['sqft', 'ba', 'bds']"
91,"517 Lloyd St # HALF, Pittsburgh, PA 15208",Townhouse for rent,"$1,100/mo","['2', '1', '--']","['sqft', 'ba', 'bds']"
92,"6780 5th Ave APT 116, Pittsburgh, PA 15208",Apartment for rent,"$1,375/mo","['2', '1', '--']","['sqft', 'ba', 'bds']"
93,"7159 Meade St, Pittsburgh, PA 15208",Apartment for rent,$950/mo,"['2', '1', '1,170']","['sqft', 'ba', 'bds']"
94,"6805 Penn Ave APT 6, Pittsburgh, PA 15208",Apartment for rent,$995/mo,"['1', '1', '--']","['sqft', 'ba', 'bd']"
95,"1009 N Wheeler Dr, Pittsburgh, PA 15208",House for sale,"$14,900","['3', '1', '1,378']","['sqft', 'ba', 'bds']"
96,"310 N Linden Ave, Pittsburgh, PA 15208",House for rent,"$3,000/mo","['5', '2', '2,545']","['sqft', 'ba', 'bds']"
97,"7135 Upland St, Pittsburgh, PA 15208",House for rent,"$1,500/mo","['5', '1.5', '1,604']","['sqft', 'ba', 'bds']"
98,"7209 Mount Vernon St, Pittsburgh, PA 15208",House for sale,"$49,900","['3', '2', '1,664']","['sqft', 'ba', 'bds']"
99,"132 S Linden Ave, Pittsburgh, PA 15208",House for sale,"$729,000","['4', '5', '2,519']","['sqft', 'ba', 'bds']"
100,"7225 Meade Street | 7225 Meade St, Pittsburgh, PA",7225 Meade Street,,"['$1,295+']",['2 bds']
101,"7217 Meade Street | 7217 Meade St, Pittsburgh, PA",7217 Meade Street,,"['$1,195+']",['2 bds']
102,"7121 Race St, Pittsburgh, PA 15208",Auction,"$29,096","['5', '2', '2,117']","['sqft', 'ba', 'bds']"
103,"548 Oakwood St, Pittsburgh, PA 15208",Lot / Land for sale,"$12,000","['4,443']",['sqft lot']
104,"208 S Lang Ave, Pittsburgh, PA 15208",House for sale,"$325,000","['2', '1', '1,742']","['sqft', 'ba', 'bds']"
105,"319 S Lang Ave # 3, Pittsburgh, PA 15208",Apartment for rent,$975/mo,"['2', '1', '--']","['sqft', 'ba', 'bds']"
106,"1513 N Murtland St, Pittsburgh, PA 15208",Pre-foreclosure / Auction,$--,"['3', '2', '1,110']","['sqft', 'ba', 'bds']"
107,"7109 Monticello St, Pittsburgh, PA 15208",Pre-foreclosure / Auction,$--,"['4', '2', '2,232']","['sqft', 'ba', 'bds']"
108,"315 S Murtland St, Pittsburgh, PA 15208",House for sale,"$899,000","['3', '4', '3,211']","['sqft', 'ba', 'bds']"
109,"7411 1/2 Penn Ave, Pittsburgh, PA 15208",Condo for rent,"$1,045/mo","['2', '1', '--']","['sqft', 'ba', 'bds']"
110,"7411 Penn Ave, Pittsburgh, PA 15208",Condo for rent,"$1,045/mo","['2', '1', '896']","['sqft', 'ba', 'bds']"
111,"308 S Lang Ave, Pittsburgh, PA 15208",House for sale,"$599,900","['4', '3', '2,574']","['sqft', 'ba', 'bds']"
112,"431 Sulgrave Rd, Mt Washington, PA 15211",Townhouse for sale,"$174,500","['2', '1', '--']","['sqft', 'ba', 'bds']"
113,"717 Southern Ave, Mount Washington, PA 15211",House for sale,"$190,000","['3', '2', '1,804']","['sqft', 'ba', 'bds']"
114,"48 Pasadena St, Pittsburgh, PA 15211",House for rent,"$1,350/mo","['3', '1', '1,400']","['sqft', 'ba', 'bds']"
115,"317 Kearsarge St, Pittsburgh, PA",For Rent,,"['$925+', '$1,195']","['2 bds', '1 bd']"
116,"39 Dilworth St # 1, Pittsburgh, PA 15211",Apartment for rent,"$1,600/mo","['2', '1.5', '--']","['sqft', 'ba', 'bds']"
117,"81 Greenbush St, Pittsburgh, PA 15211",House for rent,"$1,700/mo","['3', '2.5', '2,000']","['sqft', 'ba', 'bds']"
118,"411 Boggs Ave, Pittsburgh, PA",For Rent,,['$825+'],['2 bds']
119,"873 Boggs Ave, Pittsburgh, PA",For Rent,,"['$625', '$695']","['1 bd', 'Studio']"
120,"220 Albert St, Pittsburgh, PA 15211",House for rent,"$1,575/mo","['3', '2', '1,496']","['sqft', 'ba', 'bds']"
121,"211 Bertha St, Mt Washington, PA 15211",House for sale,"$99,900","['4', '1', '2,072']","['sqft', 'ba', 'bds']"
122,"212 Eutaw St, Pittsburgh, PA 15211",House for sale,"$249,900","['4', '2', '2,785']","['sqft', 'ba', 'bds']"
123,"58 Pasadena St, Pittsburgh, PA 15211",House for rent,"$1,150/mo","['3', '1', '1,856']","['sqft', 'ba', 'bds']"
124,"151 Boggs Ave, Pittsburgh, PA 15211",Apartment for rent,$550/mo,"['1', '1', '2,735']","['sqft', 'ba', 'bd']"
125,"Grandview Pointe Apartments | 1411 Grandview Ave, Pittsburgh, PA",Grandview Pointe Apartments,,"['$1,299+', '$1,499+']","['2 bds', '1 bd']"
126,"194 Oneida St, Pittsburgh, PA 15211",House for rent,"$1,995/mo","['3', '1', '1,848']","['sqft', 'ba', 'bds']"
127,"233 Labelle St, Pittsburgh, PA 15211",House for rent,"$1,650/mo","['3', '1.5', '1,344']","['sqft', 'ba', 'bds']"
128,"315 Republic St, Pittsburgh, PA 15211",For sale by owner,"$125,000","['4', '1', '1,448']","['sqft', 'ba', 'bds']"
129,"W Sycamore St, Pittsburgh, PA 15211",Apartment for rent,$850/mo,"['1', '1', '750']","['sqft', 'ba', 'bd']"
130,"185 Amabell St, Pittsburgh, PA 15211",House for rent,$890/mo,"['2', '1.5', '758']","['sqft', 'ba', 'bds']"
131,"165 Merrimac St FL 1ST, Pittsburgh, PA 15211",Apartment for rent,$950/mo,"['1', '1', '900']","['sqft', 'ba', 'bd']"
132,"15 E Sycamore St # B, Pittsburgh, PA 15211",Apartment for rent,$650/mo,"['1', '1', '1,687']","['sqft', 'ba', 'bd']"
133,"4 Prospect St, Pittsburgh, PA 15211",Apartment for rent,$750/mo,"['1', '1', '1,840']","['sqft', 'ba', 'bd']"
134,"361 Fingal St, Pittsburgh, PA 15211",House for rent,"$1,295/mo","['2', '1.5', '1,700']","['sqft', 'ba', 'bds']"
135,"86 Craighead St, Pittsburgh, PA 15211",Townhouse for rent,"$1,100/mo","['2', '1', '1,000']","['sqft', 'ba', 'bds']"
136,"2721 Miles Ave, Pittsburgh, PA 15216",House for sale,"$324,900","['4', '2', '1,604']","['sqft', 'ba', 'bds']"
137,"1541 Alverado Ave, Pittsburgh, PA 15216",House for sale,"$125,000","['3', '1', '1,820']","['sqft', 'ba', 'bds']"
138,"3041 Pinehurst Ave, Pittsburgh, PA 15216",Make Me Move®,"$155,000","['3', '1', '1,270']","['sqft', 'ba', 'bds']"
139,"2908 W Liberty Ave # 4, Pittsburgh, PA 15216",Apartment for rent,$950/mo,"['1', '1', '900']","['sqft', 'ba', 'bd']"
140,"1837 Fallowfield Ave, Pittsburgh, PA 15216",House for rent,"$1,225/mo","['2', '1', '1,192']","['sqft', 'ba', 'bds']"
141,"3263 Beacon Hill Ave, Pittsburgh, PA 15216",House for rent,"$1,175/mo","['3', '1.5', '1,478']","['sqft', 'ba', 'bds']"
142,"2438 Vodeli St, Pittsburgh, PA 15216",House for rent,"$1,150/mo","['2', '1', '1,180']","['sqft', 'ba', 'bds']"
143,"1304 Arkansas Ave, Pittsburgh, PA 15216",Apartment for rent,"$1,180/mo","['2', '1', '1,200']","['sqft', 'ba', 'bds']"
144,"128 Jamestown Ct, Pittsburgh, PA 15216",Apartment for rent,"$1,100/mo","['1', '1', '788']","['sqft', 'ba', 'bd']"
145,"3062 Texas Ave, Pittsburgh, PA 15216",House for rent,"$1,249/mo","['2', '1', '1,252']","['sqft', 'ba', 'bds']"
146,"341 Kenmont Ave, Pittsburgh, PA 15216",Apartment for rent,$695/mo,"['1', '1', '2,856']","['sqft', 'ba', 'bd']"
147,"1734 Fair Acres Ave # 2, Pittsburgh, PA 15216",Apartment for rent,$600/mo,"['2', '1', '--']","['sqft', 'ba', 'bds']"
148,"2325 Los Angeles Ave, Pittsburgh, PA 15216",House for rent,"$1,400/mo","['3', '2.5', '1,196']","['sqft', 'ba', 'bds']"
149,"214 Martin Ave, Pittsburgh, PA 15216",House for sale,"$229,500","['3', '1', '1,241']","['sqft', 'ba', 'bds']"
150,"1416 Alton St FL 3RD, Pittsburgh, PA 15216",Apartment for rent,$625/mo,"['1', '1', '--']","['sqft', 'ba', 'bd']"
151,"1538 Belasco Ave # 1, Pittsburgh, PA 15216",Apartment for rent,$850/mo,"['3', '1', '--']","['sqft', 'ba', 'bds']"
152,"1935 Broadway Ave # 2, Pittsburgh, PA 15216",Apartment for rent,$875/mo,"['2', '1', '--']","['sqft', 'ba', 'bds']"
153,"1224 Tennessee Ave # 2, Pittsburgh, PA 15216",Apartment for rent,"$1,350/mo","['2', '1', '850']","['sqft', 'ba', 'bds']"
154,"2225 Bensonia Ave, Pittsburgh, PA 15216",House for rent,"$1,825/mo","['5', '1.5', '1,700']","['sqft', 'ba', 'bds']"
155,"2730 Broadway Ave APT 1, Pittsburgh, PA 15216",Apartment for rent,$725/mo,"['1', '1', '550']","['sqft', 'ba', 'bd']"
156,"2324 Palm Beach Ave, Pittsburgh, PA 15216",House for rent,"$1,200/mo","['3', '1.5', '1,400']","['sqft', 'ba', 'bds']"
157,"1229 Dagmar Ave, Pittsburgh, PA 15216",House for rent,"$1,575/mo","['5', '2', '2,800']","['sqft', 'ba', 'bds']"
158,"2359 Vodeli St, Pittsburgh, PA 15216",House for rent,"$1,525/mo","['4', '1', '1,488']","['sqft', 'ba', 'bds']"
159,"1451 Greenmount Ave FL 2ND, Pittsburgh, PA 15216",Apartment for rent,$850/mo,"['2', '1', '900']","['sqft', 'ba', 'bds']"
160,"6319 Monitor St, Pittsburgh, PA",For Rent,,"['$1,100+']",['2 bds']
161,"The Gateway at Summerset | 1876 Parkview Blvd, Pittsburgh, PA",The Gateway at Summerset,,"['$1,441', '$1,776+']","['2 bds', '1 bd']"
162,"2331 Eldridge St, Pittsburgh, PA 15217",Townhouse for sale,"$247,500","['3', '2', '1,273']","['sqft', 'ba', 'bds']"
163,"2347 Tilbury Ave # 2, Pittsburgh, PA 15217",Apartment for rent,"$1,395/mo","['2', '1', '--']","['sqft', 'ba', 'bds']"
164,"5624 Hempstead Rd, Pittsburgh, PA",For Rent,,"['$935', '$1,195']","['2 bds', '1 bd']"
165,"20 Unger Ln, Pittsburgh, PA 15217",House for rent,"$2,800/mo","['4', '2.5', '1,500']","['sqft', 'ba', 'bds']"
166,"5419 Hobart St, Pittsburgh, PA 15217",House for sale,"$499,900","['4', '3', '1,948']","['sqft', 'ba', 'bds']"
167,"Melbourne St, Pittsburgh, PA 15217",House for rent,"$1,100/mo","['2', '1.5', '1,024']","['sqft', 'ba', 'bds']"
168,"Walnut on the Park | 5326 Pocusset St, Pittsburgh, PA",Walnut on the Park,,"['$1,336+', '$1,481+']","['2 bds', '1 bd']"
169,"5716 Solway St, Pittsburgh, PA 15217",Townhouse for sale,"$445,000","['4', '2', '2,000']","['sqft', 'ba', 'bds']"
170,"2272 Beechwood Blvd, Pittsburgh, PA 15217",House for sale,"$425,000","['4', '3', '1,992']","['sqft', 'ba', 'bds']"
171,"6353 Caton St, Pittsburgh, PA 15217",For sale by owner,"$325,000","['3', '2', '1,852']","['sqft', 'ba', 'bds']"
172,"4331 Saline St # UNTI, Pittsburgh, PA 15217",Townhouse for rent,"$1,600/mo","['3', '1', '1,400']","['sqft', 'ba', 'bds']"
173,"5536 Kamin St APT 24, Pittsburgh, PA 15217",Apartment for rent,$950/mo,"['1', '1', '530']","['sqft', 'ba', 'bd']"
174,"2580 Beechwood Blvd, Pittsburgh, PA 15217",House for rent,"$1,750/mo","['3', '2', '1,600']","['sqft', 'ba', 'bds']"
175,"5445 Bartlett St # 2, Pittsburgh, PA 15217",Apartment for rent,"$1,200/mo","['2', '1.5', '--']","['sqft', 'ba', 'bds']"
176,"900 Lilac St, Pittsburgh, PA 15217",House for rent,$950/mo,"['3', '1', '--']","['sqft', 'ba', 'bds']"
177,"90 Lilac St, Pittsburgh, PA 15217",House for rent,$950/mo,"['3', '1', '--']","['sqft', 'ba', 'bds']"
178,"1133 Wightman St, Squirrel Hill, PA 15217",House for rent,"$3,650/mo","['5', '4', '3,084']","['sqft', 'ba', 'bds']"
179,"5633 Melvin St, Pittsburgh, PA 15217",House for rent,"$2,400/mo","['3', '1.5', '1,350']","['sqft', 'ba', 'bds']"
180,"Morrowfield | 2715 Murray Ave, Pittsburgh, PA",Morrowfield,,"['$765+', '$1,000+']","['1 bd', 'Studio']"
181,"2310 Sherbrook St # 1, Pittsburgh, PA 15217",Apartment for rent,"$1,025/mo","['2', '2', '--']","['sqft', 'ba', 'bds']"
182,"764 Hazelwood Ave, Pittsburgh, PA",For Rent,,"['$1,295+']",['3 bds']
183,"6350 Forward Ave, Pittsburgh, PA",For Rent,,"['$810+', '$1,400+', '$1,595+']","['2 bds', '1 bd', '3 bds']"
184,"301 5th Avenue Residence # 714, Pittbsurgh, PA 15222",Condo for sale,"$2,680,000","['4', '5', '4,250']","['sqft', 'ba', 'bds']"
185,"301 5th Ave APT 714, Pittsburgh, PA 15222",Condo for sale,"$2,680,000","['4', '5', '1,240']","['sqft', 'ba', 'bds']"
186,"320 Fort Duquesne Blvd, Pittsburgh, PA",For Rent,,"['$94,500', '$1,150+', '$3,200']","['3 bds', '1 bd', 'Studio']"
187,"306 4th Ave, Pittsburgh, PA 15222",For sale by owner,"$590,000","['2', '1.5', '2,084']","['sqft', 'ba', 'bds']"
188,"306 4th Ave APT 1403, Pittsburgh, PA 15222",For sale by owner,"$420,000","['2', '2', '1,442']","['sqft', 'ba', 'bds']"
189,"The Yards at 3 Crossings | 2645 Railroad St, Pittsburgh, PA",The Yards at 3 Crossings,,"['$1,365+', '$1,620+', '$2,400+']","['2 bds', '1 bd', 'Studio']"
190,"The Pennsylvanian | 1100 Liberty Ave, Pittsburgh, PA",The Pennsylvanian,,"['$1,163+', '$1,487+', '$1,741+']","['2 bds', '1 bd', 'Studio']"
191,"2554 Smallman St # 503, Pittsburgh, PA",New construction,"$515,000","['2', '2', '--']","['sqft', 'ba', 'bds']"
192,"2522 Penn Ave, Pittsburgh, PA 15222",Condo for rent,"$1,085/mo","['1', '1', '864']","['sqft', 'ba', 'bd']"
193,"320 Fort Duquesne Blvd APT 10L, Pittsburgh, PA 15222",Condo for sale,"$369,000","['2', '2', '1,420']","['sqft', 'ba', 'bds']"
194,"350 Oliver Ave # 807, Downtown Pgh, PA",New construction,"$459,000","['1', '2', '--']","['sqft', 'ba', 'bd']"
195,"301 5th Ave APT 611, Pittsburgh, PA 15222",Condo for sale,"$537,000","['2', '2', '1,321']","['sqft', 'ba', 'bds']"
196,"301 5th Ave APT 720, Pittsburgh, PA 15222",Condo for sale,"$975,000","['2', '2', '1,656']","['sqft', 'ba', 'bds']"
197,"24 Overlook Ct, Pittsburgh, PA 15222",Townhouse for sale,"$699,000","['4', '4', '2,422']","['sqft', 'ba', 'bds']"
198,"320 Fort Duquesne Blvd APT 20N, Pittsburgh, PA 15222",Pre-foreclosure / Auction, ,"['1', '1', '1,033']","['sqft', 'ba', 'bd']"
199,"709 Penn Ave, Pittsburgh, PA",For Rent,,"['$1,900+']",['2 bds']
200,"151 Fort Pitt Blvd, Pittsburgh, PA 15222",Apartment for rent,"$4,500/mo","['2', '2', '1,884']","['sqft', 'ba', 'bds']"
201,"301 5th Ave APT 718, Pittsburgh, PA 15222",Condo for sale,"$575,000","['2', '2', '1,315']","['sqft', 'ba', 'bds']"
